player,season,mp,y_offense,y_defense,y_total,ours_offense,ours_defense,direct_defense,hat_defense,ours_total,direct_total,struct_offense,struct_defense,struct_total,eRO,eRD,eRT,paine_mp,match
Blake Griffin,2013-14,2863.0,2.9000000953674316,0.30000001192092896,3.200000047683716,3.4528296359134063,1.7057144395888906,1.7592434591550312,1.6254209102396802,5.158544075502297,4.7415622403748925,1.8552466330612702,0.5064776138157261,2.3617242468769963,3.5704295339999996,0.429203318,3.999632851,2863.0,exact
Kemba Walker,2013-14,2614.0,1.399999976158142,2.299999952316284,3.799999952316284,1.4876127061433717,2.1240126438178155,2.2049559589048746,2.002597671187227,3.6116253499611872,3.2365616728406525,3.451501875153582,2.0013465442477942,5.452848419401376,0.498463806,1.076624653,1.575088459,2614.0,exact
Isaiah Thomas,2013-14,2497.0,3.5,0.4000000059604645,3.9000000953674316,4.120200815737944,-0.2274887079656255,-0.21857328709648235,-0.24086183926934024,3.892712107772319,3.207104675451555,4.034010977160596,-0.2107375265672925,3.823273450593304,3.47729002,-0.801645379,2.67564464,2497.0,exact
Klay Thompson,2013-14,2868.0,2.0999999046325684,0.800000011920929,2.9000000953674316,2.164048952753879,1.3419137212682397,1.3526808601938842,1.3257630128797728,3.505962674022119,2.3591020558075653,1.0466530278010697,1.0684043114345152,2.1150573392355847,1.4530270880000002,0.9105598880000001,2.363586976,2868.0,exact
Mike Conley,2013-14,2446.0,3.5,0.4000000059604645,3.799999952316284,3.379236616278334,0.21784407371911702,0.20150693279073054,0.2423497851116967,3.597080689997451,3.4142582989283667,2.6681939098790437,-0.25351541620206963,2.4146784936769743,2.798431989,0.318132963,3.116564953,2446.0,exact
LaMarcus Aldridge,2013-14,2498.0,1.100000023841858,2.200000047683716,3.4000000953674316,1.344343269346952,1.425694493072871,1.5278737524907473,1.2724256039460569,2.7700377624198227,4.069657313311779,0.7516609387839744,0.6780273199090678,1.4296882586930422,1.8608227749999997,1.260350406,3.121173181,2498.0,exact
Wesley Matthews,2013-14,2780.0,2.799999952316284,-0.10000000149011612,2.5999999046325684,2.2784665431569415,0.25614097003909686,0.1630246663262945,0.39581542560830035,2.5346075131960384,2.2834727451918937,1.4605362553515273,-0.27845955589832194,1.1820766994532055,2.677226158,-0.11979339700000001,2.557432761,2780.0,exact
Mario Chalmers,2013-14,2178.0,1.5,2.5,4.0,0.9108809228772129,1.720513446036512,1.8346435133388448,1.5493183450830126,2.6313943689137247,2.2900872703879886,-0.10011758708753729,-0.0498785786631337,-0.14999616575067098,0.156816508,1.165950911,1.322767418,2178.0,exact
Anthony Davis,2013-14,2358.0,1.2000000476837158,2.299999952316284,3.5,0.6553861878599062,1.1023984451529067,1.06352742177884,1.160704980214007,1.7577846330128128,1.5617949616522333,-0.6571900838733705,0.07445104557792681,-0.5827390382954437,2.524670613,1.652440338,4.177110951,2358.0,exact
Robin Lopez,2013-14,2603.0,1.0,2.0,2.9000000953674316,0.4567724179911747,2.1508425492777787,2.1776903447002134,2.110570856144126,2.6076149672689533,1.9508975355571485,-0.24664029467535492,1.4356411111327543,1.1890008164573993,1.861653544,0.180420225,2.04207377,2603.0,exact
Damian Lillard,2013-14,2937.0,3.5999999046325684,-1.5,2.0999999046325684,3.4956708325208936,-0.7191715090064483,-0.6741768810935337,-0.7866634508758202,2.7764993235144453,3.8096570935093044,2.313796757042593,-0.9119056326758785,1.4018911243667145,3.026592387,-0.8809285479999999,2.145663839,2937.0,exact
Paul Millsap,2013-14,2482.0,0.4000000059604645,2.700000047683716,3.0999999046325684,0.41439610454364045,2.1980375655538635,2.1754897757871685,2.2318592502039056,2.612433670097504,2.7549877962557594,0.16725123403502465,1.6459112269104874,1.8131624609455121,0.71167266,2.199708101,2.911380761,2482.0,exact
DeMarre Carroll,2013-14,2341.0,0.699999988079071,2.5999999046325684,3.299999952316284,0.32050391374585013,1.8191067804121346,1.8479410217848748,1.7758554183530244,2.1396106941579847,1.9777980737724183,-0.6458801334703875,1.2407917409430544,0.5949116074726669,1.074055761,1.353226241,2.427282002,2341.0,exact
Nicolas Batum,2013-14,2956.0,1.899999976158142,0.0,1.899999976158142,1.7863658683143306,0.2718758050823471,0.2936947837273763,0.2391473371148033,2.0582416733966777,2.2076567911763374,1.4906834909860458,-0.6497091894843834,0.8409743015016624,1.840172932,0.653452395,2.493625326,2956.0,exact
John Wall,2013-14,2980.0,1.899999976158142,-0.20000000298023224,1.7000000476837158,2.421109308087111,0.32433909053488075,0.3205219917564257,0.3300647387025634,2.7454483986219915,3.1943161886064075,2.9714102602963357,-0.18138045425852609,2.7900298060378095,1.568868355,1.161724206,2.73059256,2980.0,exact
Andre Iguodala,2013-14,2040.0,1.2000000476837158,2.5999999046325684,3.799999952316284,1.8718356163962346,2.871980759029645,2.8611829166744194,2.8881775225624833,4.7438163754258795,4.6918331462133125,-0.15835443748222197,2.198288936089366,2.0399344986071437,1.841377839,2.687193912,4.52857175,2040.0,exact
DeAndre Jordan,2013-14,2870.0,0.699999988079071,1.100000023841858,1.7999999523162842,1.000268783177232,2.177609821786224,2.316458511150763,1.9693367877394152,3.177878604963456,3.3774325602819038,0.08161779321264978,0.9375400807060701,1.01915787391872,0.002096188,3.1856490299999995,3.187745218,2870.0,exact
Ty Lawson,2013-14,2222.0,3.200000047683716,-0.30000001192092896,2.9000000953674316,2.9247393909395427,-1.833914758282437,-1.9171411276487191,-1.7090752042330142,1.0908246326571056,1.0822399914701537,1.9275484446244382,-1.866612853762406,0.06093559086203215,2.804023284,-0.459009263,2.345014022,2222.0,exact
Chandler Parsons,2013-14,2783.0,2.5999999046325684,-0.800000011920929,1.7999999523162842,1.7916044440594738,-0.15202134759264502,-0.08186009120035738,-0.25726323218107644,1.6395830964668288,1.5180293640311049,0.5639454223798247,-0.38437971229439194,0.17956571008543276,2.4683742,-0.083793883,2.384580317,2783.0,exact
Manu Ginobili,2013-14,1550.0,4.0,1.100000023841858,5.099999904632568,4.242741322613573,1.6794536484381886,1.6010935044006327,1.796993864494522,5.922194971051761,4.839058868467333,1.2783277809564948,1.334116803822752,2.612444584779247,3.248636097,1.737328245,4.985964342,1550.0,exact
Marcin Gortat,2013-14,2655.0,-0.6000000238418579,2.5,2.0,-0.7543605259262917,2.887201720043816,2.811882392510039,3.0001807113444805,2.1328411941175243,2.8154745214294916,-1.5188568977918948,2.4414669591746243,0.9226100613827295,0.284311994,1.341667049,1.625979042,2655.0,exact
George Hill,2013-14,2434.0,0.30000001192092896,2.0999999046325684,2.5,1.4977385066630287,1.5010574531028735,1.2325665234758099,1.9037938475434688,2.998795959765902,3.087725473752093,0.6570920315241735,2.199645099393251,2.8567371309174243,0.22104332599999998,1.7244229239999997,1.9454662489999999,2434.0,exact
Danny Green,2013-14,1651.0,0.699999988079071,4.0,4.699999809265137,0.4787081011650725,2.696198610572168,2.614641151836647,2.818534798675449,3.1749067117372403,2.2713218613767334,0.15961378963994308,2.7949903492346775,2.9546041388746205,-0.181415807,2.81639927,2.634983463,1651.0,exact
Serge Ibaka,2013-14,2666.0,-0.30000001192092896,2.299999952316284,1.899999976158142,-0.8698041493799847,1.4314095003383185,1.422421177035574,1.4448919852924356,0.5616053509583337,0.5517541550840779,-1.7556764889333547,1.663633365108482,-0.09204312382487267,0.275803576,1.695491585,1.9712951620000003,2666.0,exact
Trevor Ariza,2013-14,2723.0,1.0,0.699999988079071,1.7000000476837158,1.515299908515212,0.9356914956055349,0.9147354208120188,0.9671256077958089,2.450991404120747,2.2329670608104606,0.7774296249223025,0.01289799592325716,0.7903276208455596,1.6097076290000003,1.421303719,3.031011348,2723.0,exact
Anderson Varejao,2013-14,1800.0,0.5,3.5999999046325684,4.099999904632568,0.008708655186474118,2.0372338787474806,2.0812739648730276,1.97117374955916,2.0459425339339545,2.848644108568308,-0.5938472773990506,0.8735615530829299,0.2797142756838793,0.7373346770000001,2.07546269,2.812797367,1800.0,exact
David West,2013-14,2472.0,0.6000000238418579,1.5,2.200000047683716,0.6690123682937142,2.3416958992812575,2.1980808348338976,2.5571184959522975,3.0107082675749717,3.368581749693442,-0.03438665706186783,2.7502066171283466,2.7158199600664785,0.50298623,2.32410018,2.82708641,2472.0,exact
Deron Williams,2013-14,2059.0,2.5999999046325684,0.6000000238418579,3.200000047683716,2.8055527616410827,1.095759326281304,1.179432547121366,0.9702494950212107,3.9013120879223866,3.6998257137412893,1.6739020620607978,0.32057347276208686,1.9944755348228846,2.336421599,0.521043508,2.857465108,2059.0,exact
Patrick Beverley,2013-14,1751.0,2.200000047683716,1.899999976158142,4.099999904632568,1.8263333088947495,1.5276148344726819,1.5640270401152854,1.472996526008777,3.3539481433674316,2.7857529637819383,0.14848632771724024,0.762445332351576,0.9109316600688162,0.461499212,0.995844228,1.45734344,1751.0,exact
Channing Frye,2013-14,2312.0,2.0,0.4000000059604645,2.4000000953674316,1.6929314478580002,0.5573546715927942,0.5068378059689851,0.6331299700285079,2.250286119450794,2.454104731236314,0.6145106869021068,0.5678129338747038,1.1823236207768106,-0.004287935,0.622148429,0.617860494,2312.0,exact
Patty Mills,2013-14,1527.0,3.9000000953674316,0.8999999761581421,4.800000190734863,3.0070435419595913,1.2868316509440492,1.1702751610294173,1.461666385815997,4.2938751929036405,3.0955932044477934,1.389161910181393,2.5374053327834685,3.9265672429648615,2.585749746,0.915911033,3.501660779,1527.0,exact
Dwight Howard,2013-14,2396.0,-0.4000000059604645,2.4000000953674316,2.0,0.6238386134902708,1.567047241421472,1.824917824042083,1.180241367490556,2.190885854911743,1.851773375913442,0.6796044991788821,0.8874004589305787,1.567004958109461,1.003281366,1.346513311,2.349794678,2396.0,exact
Vince Carter,2013-14,1973.0,2.4000000953674316,0.4000000059604645,2.9000000953674316,1.5035100321679213,0.09312951862463026,0.1652326049375675,-0.015025110844775586,1.5966395507925517,1.707131988668597,2.523707771305408,-0.2874060289974147,2.2363017423079934,1.013507251,-0.629076745,0.384430506,1973.0,exact
Darren Collison,2013-14,2069.0,1.100000023841858,1.600000023841858,2.700000047683716,0.8828015223821493,-0.24674988937335776,-0.40432739318947114,-0.010383633649187688,0.6360516330087915,0.04236754993982903,0.6702851470654486,-0.21375634916409933,0.45652879790134926,1.07811779,-0.291639137,0.786478654,2069.0,exact
Andre Drummond,2013-14,2619.0,1.2999999523162842,0.20000000298023224,1.5,0.9233241465240898,0.11776730629699649,0.045391303775358306,0.22633131007945373,1.0410914528210862,0.6752503072556997,0.569799771988078,-0.6234842255678861,-0.05368445357980811,1.9103326960000002,0.8595883660000001,2.769921062,2619.0,exact
PJ Tucker,2013-14,2490.0,0.800000011920929,0.8999999761581421,1.7000000476837158,0.3778592904256676,0.7168957573081272,0.7667935601975242,0.6420490529740316,1.0947550477337948,1.5186151659104434,-0.18617844346507983,-0.3553408616688165,-0.5415193051338963,0.453196927,0.627936996,1.081133923,2490.0,exact
Draymond Green,2013-14,1797.0,-1.2000000476837158,4.599999904632568,3.4000000953674316,-1.3906207192626179,3.4760661770296517,3.2993932297615736,3.7410755979317685,2.085445457767034,2.872920808808366,-0.8833522135648603,3.431107343093482,2.5477551295286216,-1.669983655,3.318872496,1.648888842,1797.0,exact
Roy Hibbert,2013-14,2409.0,-1.7000000476837158,3.4000000953674316,1.7999999523162842,-1.524623648513492,3.458996069022567,3.2627422957945704,3.7533767288645628,1.934372420509075,1.6948321583458406,-0.5569612505230455,3.912765417659805,3.3558041671367596,-2.290005521,2.42918143,0.13917591,2409.0,exact
Andrew Bogut,2013-14,1769.0,-1.399999976158142,4.400000095367432,3.0999999046325684,-0.5097521306017296,3.940655190844578,3.8861659307940086,4.022389080920433,3.4309030602428483,3.543253981262076,-1.3351394946793826,3.233339994746782,1.8982005000673992,-0.838861305,3.581236873,2.742375568,1769.0,exact
Al Jefferson,2013-14,2553.0,-0.5,1.7999999523162842,1.2999999523162842,-0.03706138528942728,1.807663189734945,1.843373231114416,1.754098127665739,1.7706018044455178,1.7771215475861883,-0.5028464902796697,1.9323955487417916,1.429549058462122,1.585912926,1.399330945,2.985243871,2553.0,exact
David Lee,2013-14,2288.0,0.30000001192092896,1.2000000476837158,1.600000023841858,0.7067927178832498,1.8274987350200118,1.8991495304425794,1.72002254188616,2.5342914529032616,2.7398266149187678,-1.0528429007502993,2.027126629693306,0.9742837289430066,1.329303065,0.758006095,2.08730916,2288.0,exact
Nikola Pekovic,2013-14,1663.0,1.100000023841858,2.200000047683716,3.299999952316284,1.0161020173924575,0.6022924860715932,0.58830232687186,0.623277724871193,1.6183945034640508,2.216816483417299,-1.045803475167082,1.2198921263563667,0.17408865118928474,3.103463476,-1.024071965,2.079391511,1663.0,fuzzy
Corey Brewer,2013-14,2609.0,0.30000001192092896,0.699999988079071,1.0,0.8261576950066739,1.1996612507460989,1.323936633475317,1.0132481766522716,2.0258189457527727,2.376155528770289,-1.053418542777012,-0.034584574042375596,-1.0880031168193876,1.116278911,1.379693868,2.495972779,2609.0,exact
Tim Duncan,2013-14,2158.0,-1.2999999523162842,3.0,1.7000000476837158,-1.1112395005970719,2.4985742288213633,2.3613112077300378,2.704468760458352,1.3873347282242914,1.313069480898092,-0.8097209931062842,2.3129680771141494,1.503247084007865,0.148026589,2.052280895,2.200307484,2158.0,exact
Kyrie Irving,2013-14,2496.0,2.299999952316284,-1.2000000476837158,1.2000000476837158,2.519811925281919,-1.611656081112284,-1.7593506357490896,-1.3901142491570753,0.9081558441696349,0.04863891245769067,2.5795057450793384,-1.2145735538245273,1.3649321912548111,1.929162415,-0.494995933,1.434166483,2496.0,exact
Kyle Korver,2013-14,2408.0,1.899999976158142,-0.6000000238418579,1.2999999523162842,1.9153620804168303,0.46976501482149013,0.47141969940529377,0.46728298794578477,2.3851270952383206,2.300899450076904,0.433921920167499,0.570722110846742,1.0046440310142408,1.164217246,0.774511348,1.938728594,2408.0,exact
Paul Pierce,2013-14,2098.0,0.10000000149011612,1.7999999523162842,1.899999976158142,0.4956897045014898,2.18260402597359,2.167090847466415,2.205873793734352,2.6782937304750796,2.712597342562487,0.02444550525829217,1.3113164369287194,1.3357619421870115,1.104201183,0.49135347799999995,1.595554661,2098.0,exact
Gordon Hayward,2013-14,2800.0,0.699999988079071,-0.10000000149011612,0.6000000238418579,0.44738575707792777,-0.33072013923902305,-0.1853295474346154,-0.5488060269456345,0.11666561783890472,-0.3530945319345314,1.5135773503232093,-1.6129893730242184,-0.09941202270100913,0.930879798,-0.569803321,0.361076477,2800.0,exact
Eric Bledsoe,2013-14,1416.0,1.5,2.200000047683716,3.700000047683716,1.0254459052205853,1.3269533449358053,1.4109388984705642,1.2009750146336666,2.352399250156391,2.336905389822037,0.17597574539770824,1.037748649780229,1.2137243951779373,1.669755745,0.49999753,2.169753275,1416.0,exact
Chris Bosh,2013-14,2531.0,-0.10000000149011612,1.0,0.8999999761581421,0.18131293888566188,2.1880661781420803,2.132940516745377,2.2707546702371353,2.369379117027742,2.9993126879115675,-0.8911991183030601,2.209518882795065,1.318319764492005,1.991765783,0.9134225210000001,2.905188303,2531.0,exact
DeMar DeRozan,2013-14,3017.0,1.7000000476837158,-1.2999999523162842,0.4000000059604645,1.60458811078115,-1.1081460217004098,-1.2192234961038046,-0.9415298100953177,0.49644208908074017,0.7618794152163212,2.0071652458562776,-0.3285369681145549,1.6786282777417227,2.303731993,-0.044248185,2.259483807,3017.0,exact
Reggie Jackson,2013-14,2277.0,0.8999999761581421,0.4000000059604645,1.2999999523162842,1.234046334356431,-0.03761455732994533,-0.10646722045855454,0.06566443736296847,1.1964317770264856,0.8862113490292861,1.576647574133786,0.6132646390396518,2.1899122131734376,0.369994734,0.175567166,0.5455619,2277.0,exact
Russell Westbrook,2013-14,1412.0,3.299999952316284,0.4000000059604645,3.700000047683716,2.983508417114813,-0.6664398062038575,-0.8455324209352693,-0.39780088410673975,2.3170686109109555,2.0578195297971456,2.044098596075608,-0.15226379482039454,1.8918348012552135,3.236244417,0.9412958169999999,4.177540234,1412.0,exact
Monta Ellis,2013-14,3023.0,1.0,-0.800000011920929,0.20000000298023224,0.44709274661440834,-1.1964017740429438,-1.327863997543879,-0.9992084387915412,-0.7493090274285354,0.7989047128345538,1.1655141397474464,-1.3924035216489357,-0.22688938190148922,1.115912098,-0.381528108,0.73438399,3023.0,exact
Bradley Beal,2013-14,2530.0,0.30000001192092896,0.4000000059604645,0.699999988079071,0.8257518058444931,0.17342915667502778,0.13947832098655977,0.22435541020772978,0.9991809625195209,0.9912287363425542,1.0409979079508644,0.33941394062180236,1.3804118485726669,0.289479183,0.017735163,0.307214347,2530.0,exact
Marc Gasol,2013-14,1970.0,-1.100000023841858,2.799999952316284,1.7999999523162842,-1.0293484907299644,1.5692681658321526,1.599734465907309,1.5235687157194178,0.5399196751021882,0.3007114706971396,0.39475599195697164,1.0522580246707294,1.447014016627701,0.612529459,1.050401501,1.66293096,1970.0,exact
Josh McRoberts,2013-14,2360.0,2.0,-1.0,1.0,0.5080971689568772,0.47330856353419615,0.4193108912550465,0.5543050719529207,0.9814057324910733,1.4068185099433304,-0.17829504473872415,0.5492651748094092,0.370970130070685,0.507726271,0.9492810729999999,1.457007344,2360.0,exact
Jared Sullinger,2013-14,2041.0,0.5,1.100000023841858,1.5,0.19962669114608791,0.8503124275848621,0.8729132966959424,0.8164111239182416,1.0499391187309501,0.6330849625379379,1.6113430533350426,0.7136576059147353,2.3250006592497776,-0.596642967,-0.347211224,-0.943854191,2041.0,exact
Marco Belinelli,2013-14,2016.0,2.799999952316284,-1.2999999523162842,1.5,2.0694979015500974,-1.199893710569357,-1.333370553077731,-0.9996784468067959,0.8696041909807404,0.60355017372847,0.44551384204385386,-0.12924617049758763,0.3162676715462662,1.944045401,-0.378026714,1.566018687,2016.0,exact
Randy Foye,2013-14,2485.0,2.0999999046325684,-1.399999976158142,0.699999988079071,1.5015077787543054,-1.8981828251871682,-1.859417807595933,-1.956330351574021,-0.3966750464328628,-0.6462614608604342,1.3556797896838118,-1.7738022813055405,-0.41812249162172876,0.780072404,-0.804177641,-0.024105237,2485.0,exact
Courtney Lee,2013-14,1973.0,0.699999988079071,1.0,1.600000023841858,0.3649740813254574,0.9410157462551318,0.9380702351114508,0.9454340129706535,1.3059898275805892,0.9296874345818834,-0.5644133247185255,1.264326066838196,0.6999127421196705,0.5405592144941713,0.6896416557126205,1.2302008702067917,1973.0,exact
Rudy Gay,2013-14,2531.0,1.100000023841858,-0.5,0.6000000238418579,1.5541711575785258,-0.631389184512422,-0.5684426768006696,-0.7258089460800505,0.9227819730661038,0.26701547733365066,1.024759835950584,-1.0356728487659113,-0.010913012815327194,1.0422907241588306,-0.1390798518012643,0.9032108721050968,2531.0,exact
Jeremy Lin,2013-14,2054.0,-0.5,1.7999999523162842,1.2999999523162842,-0.35634434948573473,0.801603388317101,0.8599128314602683,0.7141392236023499,0.44525903883136625,0.06899173623469539,0.15839219635767282,0.6221038750691406,0.7804960714268134,0.127859352,-0.635246536,-0.507387183,2054.0,exact
Mike Dunleavy,2013-14,2584.0,0.30000001192092896,0.10000000149011612,0.4000000059604645,0.12750617238274312,1.0239164069459472,0.879225293947249,1.2409530764439947,1.1514225793286903,0.8696752431088974,0.008296043636625616,2.02711301342199,2.0354090570586156,-0.172498282,1.048035107,0.8755368250000001,2584.0,exact
Amir Johnson,2013-14,2214.0,-0.30000001192092896,1.2000000476837158,1.0,-0.1408317208824462,1.4866279933881024,1.5710102899084692,1.3600545486075524,1.3457962725056563,1.1520569807560257,-1.1611218979683982,1.361078616439176,0.19995671847077778,-0.097865096,1.120487527,1.022622432,2214.0,exact
Shane Battier,2013-14,1468.0,0.10000000149011612,2.700000047683716,2.700000047683716,-0.6908119460038882,1.8637091374882664,1.6320156524700404,2.2112493650156053,1.1728971914843782,0.8538194563474218,-1.3622421681470467,2.864391980351779,1.5021498122047325,-1.040024816,0.636860626,-0.40316418900000006,1468.0,exact
Luol Deng,2013-14,2213.0,0.30000001192092896,0.6000000238418579,0.8999999761581421,0.7597372354406794,0.22037285598303508,0.17006920445505214,0.2958283332750095,0.9801100914237144,0.5105111671703351,0.21094169560828266,0.27495645034917454,0.4858981459574572,0.8774834829145955,-0.17458877367645728,0.7028947092381382,2213.0,exact
Kris Humphries,2013-14,1376.0,0.0,3.0,3.0,-1.9471690284738363,0.9367419939903595,0.8232403358455324,1.1069944812076002,-1.010427034483477,-1.6911676631992387,-1.4344934320794116,1.485040125665629,0.05054669358621733,-0.610119478,0.39385684699999995,-0.216262631,1376.0,exact
Tiago Splitter,2013-14,1271.0,-0.8999999761581421,4.199999809265137,3.299999952316284,-0.8787255037055147,4.071765268713909,4.101278963792667,4.027494726095774,3.193039765008394,1.7959145953612585,-1.0992176737595536,3.716979881486928,2.617762207727375,0.576334811,0.855910855,1.432245666,1271.0,exact
Boris Diaw,2013-14,1974.0,0.800000011920929,0.30000001192092896,1.0,0.7201374138794071,0.3921803975448887,0.3779909943893262,0.41346450227823245,1.1123178114242958,0.4205466594509473,-0.45474128538809583,1.401582508494878,0.9468412231067822,0.188730907,0.46608806,0.654818967,1974.0,exact
Shaun Livingston,2013-14,1974.0,0.20000000298023224,0.8999999761581421,1.100000023841858,-0.20799397747045467,1.532291245367682,1.6059396993831605,1.4218185643444645,1.3242972678972273,1.7454343902082643,-1.0582908892623017,0.47066853862865454,-0.5876223506336472,-0.19901877,0.847227865,0.648209095,1974.0,exact
Greg Monroe,2013-14,2690.0,0.30000001192092896,-0.30000001192092896,0.0,-0.1934532323171018,-0.3720543476191637,-0.44695181818382074,-0.25970814177217805,-0.5655075799362654,-0.039721579080397265,-0.5617800888787894,-0.9501134745994748,-1.5118935634782642,0.362443683,-0.358917967,0.003525716,2690.0,exact
Derek Fisher,2013-14,1428.0,0.30000001192092896,2.0,2.299999952316284,0.8825475095861117,1.5767736802476033,1.4703357959683074,1.7364305066665475,2.459321189833715,2.571162252040152,0.15037645408555195,1.606614647288433,1.756991101373985,0.185355146,1.173582171,1.358937317,1428.0,exact
Michael KiddGilchrist,2013-14,1502.0,-2.299999952316284,4.400000095367432,2.0999999046325684,-1.935766686891938,1.893504113945244,2.021421163230932,1.7016285400167117,-0.04226257294669411,-0.1553290546107575,-1.8721376930436517,0.4990531241380617,-1.3730845689055902,-1.722270608,1.224835521,-0.497435087,1502.0,exact
Zach Randolph,2013-14,2705.0,1.2999999523162842,-1.2999999523162842,0.0,1.098774390478387,0.24830842898702102,0.23419034251718615,0.2694855586917733,1.347082819465408,1.0531274720520551,2.01931506668477,0.5527914750562588,2.5721065417410287,0.067940153,-0.080092091,-0.012151938,2705.0,exact
Jeff Teague,2013-14,2542.0,0.6000000238418579,-0.5,0.10000000149011612,0.9683369789203033,-0.5502659556120283,-0.39821215528085574,-0.7783466561087872,0.41807102330827506,0.6281230631115153,1.7588189629489637,-0.3556980699040685,1.4031208930448953,1.083379353,-0.557414572,0.525964781,2542.0,exact
Dwyane Wade,2013-14,1775.0,1.5,-0.20000000298023224,1.2000000476837158,0.9116306896736992,0.6039638157984297,0.7871102561118283,0.32924415532833196,1.515594505472129,1.3110661210539434,0.14695433326791757,-0.48946764955932587,-0.3425133162914083,2.815306836,0.196900391,3.012207227,1775.0,exact
