player,season,mp,y_defense,baseline,structure_penalty_l2_0.05,structure_penalty_l2_0.10,structure_penalty_l2_0.25,published_output_0.075
Boris Diaw,2015-16,1386.0,0.4000000059604645,0.9511185702048887,0.9563351644709798,1.0806088782196057,1.1695331607942876,1.0291655794988357
Taj Gibson,2015-16,1936.0,0.20000000298023224,0.5167172539898911,0.2757607092318367,0.22446003744593693,0.2150524621857886,0.5076573155057917
TJ McConnell,2015-16,1606.0,0.10000000149011612,-0.2590168705371009,0.46552880009335146,0.44795795580006437,0.35841007901639915,-0.24152433237474943
Tony Parker,2015-16,1980.0,0.0,-0.23982323690224616,0.2529943418225798,0.35331368577995265,0.3567806099954119,-0.12877742674296005
Ish Smith,2015-16,2239.0,-1.100000023841858,-1.4260053697658726,-1.6192850242968644,-1.5615097702258964,-1.613528338054693,-1.4270872285766212
Evan Turner,2015-16,2271.0,0.699999988079071,0.5154919364970756,0.643298665767636,0.6492536385153674,0.6530373480238943,0.5517822157959336
Wesley Johnson,2015-16,1666.0,1.7999999523162842,2.356409668415891,2.0910646200448872,2.114894320181908,2.0874664257797555,2.31514361357692
Iman Shumpert,2015-16,1316.0,1.399999976158142,1.140995845489719,1.1411438324244763,1.1506632719836118,1.14151218475576,1.1124550239050843
Darrell Arthur,2015-16,1516.0,1.7999999523162842,0.9459005009722521,0.8634888304121722,0.8399735649327148,0.8819157432485374,0.9479987758520799
Devin Harris,2015-16,1280.0,0.30000001192092896,0.9972661534245959,0.976530491551653,0.9149929630202801,0.8374483941855937,0.9568955029927609
Luc Mbah a Moute,2015-16,1274.0,3.5,2.5120786264485586,2.867830908586338,2.9303764468784443,3.0544958592066602,2.593917080258487
Elfrid Payton,2015-16,2145.0,-0.4000000059604645,-0.7208703049289453,-0.9147745594482231,-0.8550784703649237,-0.9506252510573494,-0.7219662210250284
Gerald Green,2015-16,1557.0,0.20000000298023224,-0.28562606706881144,-0.227984736488459,-0.21478326605197098,-0.18901876698520909,-0.23315374583911094
Zach Randolph,2015-16,2016.0,-1.7999999523162842,-1.3262797852443646,-1.2019716237604472,-1.2231256882954495,-1.1920778127161715,-1.2672141175387304
Anthony Tolliver,2015-16,1341.0,0.0,1.074354972660267,1.1961876691688949,1.2187324636080883,1.2383663864362038,1.0981492586691297
Raymond Felton,2015-16,2192.0,-0.800000011920929,-1.2245000391626637,-1.0811604247567994,-1.064105972987214,-1.0627091058655156,-1.195869556014511
JJ Barea,2015-16,1667.0,-1.899999976158142,-2.0209398007097947,-1.9188817985955526,-1.8189384876865382,-1.8165460189539866,-1.9817542400373545
Bradley Beal,2015-16,1708.0,-1.399999976158142,-1.6427465193960302,-1.4271987989814,-1.3647949049255388,-1.3447084763036177,-1.568759802313242
Dwight Howard,2015-16,2280.0,0.5,1.0081830473615563,0.6665469786524887,0.6149169100694623,0.5528426520311676,0.9358325338793774
Shaun Livingston,2015-16,1520.0,-0.4000000059604645,-0.09671911455037227,0.13546113793814685,0.19986137124006895,0.17844715724448862,-0.03960289177890712
ETwaun Moore,2015-16,1263.0,0.30000001192092896,-0.9849149433235616,-0.8314721158382845,-0.7945555757674742,-0.7266814244624714,-0.9283958822477127
Markieff Morris,2015-16,1629.0,2.0999999046325684,0.805847799070319,0.7533222395858211,0.7933735870811384,0.7043871507314967,0.7815439440796201
Larry Nance Jr.,2015-16,1266.0,1.0,0.7983600555700473,0.5100462658990641,0.5836577944654919,0.484377185732936,0.7471882977399461
Brandon Bass,2015-16,1342.0,-0.4000000059604645,-0.683521041179664,-0.9036428933564054,-0.8933604023191061,-0.8642960529415065,-0.6913253023068324
Gary Harris,2015-16,2439.0,-1.899999976158142,-1.4671282345184382,-1.2743538145720592,-1.2589624662108811,-1.3700796340335624,-1.487280997249844
Lavoy Allen,2015-16,1599.0,-0.5,0.9534877681482556,1.0776151180083424,1.0483330064008576,1.1342255805659438,0.9739450045444378
Jerryd Bayless,2015-16,1505.0,-0.8999999761581421,-1.993270018138942,-2.010431504296892,-2.0215405478136326,-1.9856298185619319,-1.999387693748635
Gerald Henderson,2015-16,1431.0,0.4000000059604645,-0.010899648182454147,0.1398599193614677,0.1310147318194606,0.19527889737461737,-0.021594622141891617
Ronnie Price,2015-16,1211.0,1.5,2.1535650580226067,2.28794466318505,2.3351986378658096,2.434567092821726,2.1634938680917517
Harrison Barnes,2015-16,2042.0,-0.800000011920929,-0.433682759558916,-0.18180836384890986,-0.13652652641201973,-0.0937658888192444,-0.3574010563122724
Corey Brewer,2015-16,1669.0,0.800000011920929,0.8078769202304215,1.2234695005001976,1.1346494656011736,1.0757561871798287,0.8017080072067081
Jon Leuer,2015-16,1255.0,0.30000001192092896,0.7445196357631865,0.5583300420925772,0.6009379715492308,0.5458903997456233,0.7047237947637285
JaMychal Green,2015-16,1446.0,0.10000000149011612,0.17348485888241422,-0.02547306104151445,-0.005211019493319868,-0.029691438020133756,0.16460369653866558
Jeff Green,2015-16,2253.0,-0.800000011920929,-0.8777079165377418,-0.6308183832493022,-0.5804605863499477,-0.45974480789423977,-0.7928722110991356
Rodney Stuckey,2015-16,1275.0,-0.4000000059604645,0.27624974253373,0.4176230924695563,0.4751618424308189,0.5128702547258759,0.3016906120033811
Jerami Grant,2015-16,2066.0,0.8999999761581421,0.39535048611083295,0.641786650881091,0.5850318144767419,0.580661017630212,0.4024160363651799
Frank Kaminsky,2015-16,1708.0,0.0,0.3427690667772224,0.48702744808700316,0.47729903530397144,0.6586668714873629,0.3971566159538157
Timofey Mozgov,2015-16,1326.0,2.299999952316284,1.0141510439568133,0.7973336673879307,0.7592666044954869,0.764024768069018,0.9994489258616385
Lance Thomas,2015-16,1313.0,0.0,-0.46079630139364813,-0.7008707375946844,-0.6659955256809452,-0.6526432077055284,-0.48093932631834097
Randy Foye,2015-16,1642.0,-0.10000000149011612,-0.9546509397308749,-1.1454596195426765,-1.1007101240889143,-0.9287904164525509,-0.8847192846089234
Eric Gordon,2015-16,1481.0,-1.7999999523162842,-1.3368910327105745,-1.3032710796391518,-1.3049362112259315,-1.2765419346721194,-1.3085573408913973
Jonas Jerebko,2015-16,1176.0,1.100000023841858,0.5580022592508306,0.6405651238646267,0.660235583029498,0.7006000565347659,0.5771948082940456
Kyle Anderson,2015-16,1245.0,0.30000001192092896,1.1439001998454934,1.733865443225645,1.660482029799639,1.7215732031945539,1.2403679716613496
Toney Douglas,2015-16,1262.0,-2.0999999046325684,-1.624873356439446,-1.133736840616365,-1.2339340869535773,-1.2059920917285196,-1.6040233847061938
Maurice Harkless,2015-16,1457.0,-1.0,-0.25266437544964326,-0.6229370793028602,-0.7120407299115173,-0.6757562063883741,-0.29984879729203007
Kosta Koufos,2015-16,1482.0,0.20000000298023224,-0.22145554851960875,-0.0812333751388945,-0.09186846756364087,-0.1075469092602642,-0.22144788060455373
Trey Burke,2015-16,1366.0,-2.0999999046325684,-1.9546892920282346,-2.043314225241707,-1.996131043125155,-1.8476328353402938,-1.8796611795280251
Kenneth Faried,2015-16,1694.0,-2.5999999046325684,-1.0377111570409507,-0.7664312627875668,-0.7861838875718632,-0.914915230666425,-1.0745245427397048
Jordan Hill,2015-16,1513.0,-0.4000000059604645,0.18242423055428858,0.04409424042201917,0.10104148410665395,0.20462932843111042,0.2327690678553454
Tony Snell,2015-16,1301.0,1.0,1.0398085874175347,1.0521934276838507,1.1286700258928097,1.2089508545732857,1.0654791337506753
Aron Baynes,2015-16,1233.0,0.30000001192092896,0.05955943636473229,-0.2037980076346253,-0.10598614131692949,-0.1659033610310172,0.050687049453489015
Meyers Leonard,2015-16,1333.0,-0.6000000238418579,-0.9738733388516005,-1.973722262511719,-1.875138658022843,-1.8626851526338475,-1.0363194062765997
Dion Waiters,2015-16,2152.0,-1.100000023841858,-0.8663875732263853,-0.9128591303506884,-0.8552401329133953,-0.8673363369801969,-0.8636182112292962
Willie CauleyStein,2015-16,1412.0,-0.699999988079071,-0.3332845689745419,-0.2618830246908723,-0.2822960136868386,-0.39559385882183745,-0.3488347885364538
Jamal Crawford,2015-16,2126.0,-2.5999999046325684,-1.6165969657184494,-1.7332472379307777,-1.7060215465908473,-1.6353585208298473,-1.5777472773615513
Alonzo Gee,2015-16,1632.0,1.100000023841858,0.47564603376643233,0.5626923286614776,0.5377782378806935,0.45797976440798516,0.4277837182840091
Joe Ingles,2015-16,1241.0,-0.10000000149011612,0.2080667990096322,0.4028463583037054,0.39689595566500535,0.44038685547459133,0.26394740613806433
Donald Sloan,2015-16,1318.0,-2.299999952316284,-2.1331980043168755,-1.7583420203454978,-1.7223424816729827,-1.7122870296266022,-2.0849905473054586
DJ Augustin,2015-16,1178.0,-2.9000000953674316,-1.5391741559039467,-1.377351804763744,-1.3229588310937,-1.2663587683010031,-1.477947758275213
Matt Barnes,2015-16,2190.0,-1.7000000476837158,-1.0351927077798058,-1.0590136401793753,-1.0676774136122194,-1.1438767877692224,-1.0646551424259756
Brandon Knight,2015-16,1870.0,-2.5,-1.4146411792988587,-1.630477299010097,-1.6390372062673526,-1.6417866155218537,-1.4260131960814109
Luis Scola,2015-16,1636.0,-1.2000000476837158,-0.6423243264226016,-0.32575909932487246,-0.27272868882265744,-0.3023008531560713,-0.5776001792309268
Mike Scott,2015-16,1146.0,-0.8999999761581421,0.7593006149086634,1.4221901713873106,1.4505471205158356,1.4823498939907591,0.8570502889027373
Jason Terry,2015-16,1258.0,-2.4000000953674316,-2.1143382067042262,-1.8832121127836359,-1.899158192915163,-1.8013988217412713,-2.073818944690832
Tyson Chandler,2015-16,1618.0,0.30000001192092896,-0.7662901521895906,-0.5941532891899811,-0.5860833333422835,-0.6631562616386505,-0.7781995370208836
Myles Turner,2015-16,1367.0,1.399999976158142,0.9312246737242891,0.9249086164197806,0.9782113985394199,1.0287723891077185,0.9648186379127955
Shane Larkin,2015-16,1751.0,-0.6000000238418579,-1.0494627424710985,-1.0239761773718152,-1.0920005658281757,-1.124855958842896,-1.085560552835032
Alex Len,2015-16,1821.0,1.7999999523162842,0.2927694322073089,-0.044779440723104275,0.003653011369959887,-0.03347422423849569,0.25596409297839284
Ben McLemore,2015-16,1443.0,-0.800000011920929,-0.2299382885286705,-0.6754658828597918,-0.7015473579055144,-0.781376130021386,-0.28478160275530723
Tayshaun Prince,2015-16,1462.0,0.30000001192092896,-0.06798014390578651,0.1860025915553103,0.09369805958221748,0.16866036100118192,-0.057112344319715645
Isaiah Canaan,2015-16,1966.0,-2.0999999046325684,-2.096409718099993,-2.065488785742028,-2.081736231514815,-2.008179180043531,-2.067647830245261
Jordan Clarkson,2015-16,2552.0,-2.200000047683716,-2.4794866627313317,-2.329403908119642,-2.278408621200325,-2.288800043471972,-2.475185050465611
Zach LaVine,2015-16,2294.0,-3.299999952316284,-3.246540400756616,-3.1339043165048777,-3.0459754862986426,-3.018401729474352,-3.2066817662476206
Nerlens Noel,2015-16,1965.0,1.5,1.4264951570511382,1.5039575630003803,1.4470149893804611,1.416220662058125,1.379658430622452
Julius Randle,2015-16,2286.0,-0.4000000059604645,-2.2767548019034654,-1.8122022609243502,-1.9194602529827325,-1.9873338797070526,-2.3113669759157323
Austin Rivers,2015-16,1464.0,-0.5,-0.5964016593886903,-0.8734114989311645,-0.8607270302476789,-0.6981503026997573,-0.5265559561982646
Wayne Ellington,2015-16,1615.0,-0.8999999761581421,-1.2525937944777346,-1.3036191469391363,-1.35944457710866,-1.2600438286557927,-1.234359346122644
Jerian Grant,2015-16,1265.0,-0.4000000059604645,-0.0892937455530913,-0.13160575279822806,-0.09863073456841248,-0.041814156002718296,-0.09105929907738904
Trey Lyles,2015-16,1382.0,-0.10000000149011612,-0.9055805312676487,-0.9585681144652953,-0.9743831643348636,-0.8819103769538553,-0.8733619852495438
Derrick Rose,2015-16,2097.0,-1.399999976158142,-2.0184358198233774,-1.817961329222118,-1.799664286105103,-1.725110706077368,-1.9602777880165259
Lance Stephenson,2015-16,1372.0,-2.5999999046325684,-2.533861792872449,-2.489542664688633,-2.4343497184492024,-2.3564321778312167,-2.510232657245
Mario Hezonja,2015-16,1413.0,-0.8999999761581421,-0.6843876884209661,-1.1046775109763718,-1.1044395823187512,-1.135465656616933,-0.6949642026766228
Jason Smith,2015-16,1181.0,-0.800000011920929,0.5216428262497882,0.10383784893643633,0.1923376878717454,0.1915304075000533,0.4996784057660771
Noah Vonleh,2015-16,1174.0,-0.10000000149011612,-0.42488114302348556,-0.45717526762363003,-0.49939795209232957,-0.5901107267777211,-0.4364768152474303
Arron Afflalo,2015-16,2371.0,-2.5,-2.6079473077890034,-2.4321837473688563,-2.391445866588961,-2.307055986460079,-2.5161304858944677
Richard Jefferson,2015-16,1326.0,-1.2000000476837158,-0.3190634413776186,-0.42821022631289807,-0.42549889897472504,-0.4256667214136419,-0.32342518462564585
Ramon Sessions,2015-16,1667.0,-2.9000000953674316,-2.2581362726079606,-1.8000679723903483,-1.8402011699101775,-1.6917707777844435,-2.135494635260195
Norris Cole,2015-16,1198.0,-2.5999999046325684,-2.257978574253623,-2.2662595326203347,-2.2741711795373667,-2.216021012847168,-2.25575056961545
Nik Stauskas,2015-16,1809.0,-1.600000023841858,-1.790241106513251,-1.8208196278203364,-1.8115057147367788,-1.8444463344368036,-1.7785199986115685
Ty Lawson,2015-16,1411.0,-0.800000011920929,-0.7158924804981983,-1.608088333621752,-1.4179999522551525,-1.414831891154578,-0.7778677450291417
Paul Pierce,2015-16,1231.0,-0.800000011920929,-0.5625630365729781,-0.6535831958712548,-0.61530149515792,-0.5393527203202886,-0.5400545254992652
Omer Asik,2015-16,1178.0,-0.5,-0.05221673839021611,-0.11419823766903622,-0.10156031167921305,-0.16583831912177077,-0.09669665734105051
Shabazz Muhammad,2015-16,1682.0,-3.5999999046325684,-2.775045488831826,-2.725230703042082,-2.708369263280291,-2.700090102454947,-2.7433922030180584
DAngelo Russell,2015-16,2259.0,-1.7999999523162842,-1.435998721828701,-1.3501882606482776,-1.4259022460852724,-1.370735031847728,-1.4034060663032197
Jahlil Okafor,2015-16,1591.0,-0.699999988079071,-1.0259483563445349,-1.4731575384928841,-1.3843329216765632,-1.4988074326317011,-1.070255258291167
Marco Belinelli,2015-16,1672.0,-2.799999952316284,-2.4667315446485043,-2.5085466749560537,-2.5913896267949217,-2.4551352735034193,-2.4143907534143043
Devin Booker,2015-16,2108.0,-3.200000047683716,-2.4123309408193623,-2.6310317864390997,-2.5815723367325427,-2.5758309954212413,-2.408337741409541
Doug McDermott,2015-16,1861.0,-3.4000000953674316,-2.448509487870777,-2.5396551851875278,-2.429691037350122,-2.3875455198829187,-2.3913085114519963
Derrick Williams,2015-16,1435.0,-2.799999952316284,-2.051892658926938,-2.2251483015546563,-2.165044002247624,-2.112387234133482,-2.002233864388851
Stanley Johnson,2015-16,1687.0,-0.4000000059604645,-0.041486630767085614,-0.24416140515700652,-0.2758486578408832,-0.23237467033107292,-0.07979322777538105
Kobe Bryant,2015-16,1863.0,-3.799999952316284,-3.5345593238840873,-5.040747069776579,-4.968400453252303,-5.02121697439032,-3.5751072293578523
Jabari Parker,2015-16,2408.0,-2.700000047683716,-1.5459930224931053,-1.472015834446341,-1.3665296583489177,-1.4327905482034686,-1.5607996978011764
PJ Hairston,2015-16,1313.0,-2.4000000953674316,-1.2127317820792833,-1.2335213675753507,-1.3655259055628837,-1.4507577956630267,-1.2591018915333874
Hollis Thompson,2015-16,2154.0,-3.299999952316284,-2.1390619072234722,-2.255919761673889,-2.2252415489928383,-2.20353640518181,-2.104887476573122
Dante Cunningham,2015-16,1971.0,-2.700000047683716,-1.9383755573676107,-1.9280098452989272,-1.8961604052855758,-2.0258441999112486,-1.9562113821175189
JaKarr Sampson,2015-16,1160.0,-2.0,-0.42683111437094434,-0.6487282829402317,-0.6864779061717279,-0.8341190692204243,-0.49353528739511376
Bojan Bogdanovic,2015-16,2115.0,-3.299999952316284,-3.372032484909198,-2.8993049095727192,-2.8861260346228597,-2.8691773557872935,-3.3287888350230617
Roy Hibbert,2015-16,1878.0,-0.8999999761581421,-1.569284886742453,-1.841167965916428,-1.82920842537207,-1.895683400046014,-1.6601566301808646
Emmanuel Mudiay,2015-16,2068.0,-2.0,-0.965968500034248,-0.9839301379898274,-0.9712607859836931,-1.1658897465453972,-1.0081537943483694
James Harden,2016-17,2947.0,-0.800000011920929,-1.452363343705359,-1.6207274700074907,-1.6134096608767554,-1.5907157843122777,-1.4622270605739602
Jimmy Butler,2016-17,2809.0,2.4000000953674316,2.057007881824247,2.0036587292400037,2.0165815105124194,1.9009054100170542,1.9940105449589267
Kawhi Leonard,2016-17,2474.0,1.7000000476837158,0.8385545702728907,0.9869700839640614,1.0161429124536494,0.9655469669748546,0.8435921147688521
Russell Westbrook,2016-17,2802.0,-1.2999999523162842,-0.010488368149412938,-0.4166948489741771,-0.49073647287823596,-0.6149827898518405,-0.10127952413902001
LeBron James,2016-17,2794.0,0.4000000059604645,-0.09391598410698593,-0.19144221198084738,-0.25273493683809634,-0.2908157022624171,-0.14028665119709324
Rudy Gobert,2016-17,2744.0,5.599999904632568,4.619359427620575,5.124174276850298,5.070696906067593,5.037429703741472,4.61895248801704
Draymond Green,2016-17,2471.0,6.199999809265137,4.056332722273176,4.799297708690354,4.778443949643077,4.652654124485213,4.084741854324203
Chris Paul,2016-17,1921.0,1.399999976158142,1.985564027910955,2.472433374138647,2.4649898616448676,2.359272202125652,1.9752673068094173
Giannis Antetokounmpo,2016-17,2845.0,2.4000000953674316,2.1598967409875036,1.959434171910881,1.9099252136633436,1.6735487439593606,2.0577565386244006
Anthony Davis,2016-17,2708.0,4.400000095367432,3.752663190123277,3.572995139647716,3.507600109025611,3.4170543121995127,3.6811592873223202
Kemba Walker,2016-17,2739.0,0.10000000149011612,0.12384459361502108,0.4312809549025801,0.43710885321572135,0.49776142747691793,0.15189302052552456
Nikola Jokic,2016-17,2038.0,0.8999999761581421,0.49273699269642596,0.5326989780142628,0.5565451764090315,0.3880476702630883,0.45489435748263
Bradley Beal,2016-17,2684.0,0.0,-0.781250997380216,-0.5827314185256927,-0.5839781900912682,-0.5902270008458917,-0.7691048942963381
Kevin Durant,2016-17,2070.0,1.7000000476837158,1.2900722934617637,1.3834680836328173,1.363276082369481,1.4305046971120743,1.3285292736758691
DeMarcus Cousins,2016-17,2465.0,1.7000000476837158,1.9218760331706455,1.6304538919321176,1.6145376688783024,1.5290085427884275,1.825780204047172
Kyle Lowry,2016-17,2244.0,-0.699999988079071,0.2512949089611082,0.27503250630762344,0.2697075476912761,0.2541080514536384,0.22979410723002436
Isaiah Thomas,2016-17,2569.0,-3.5999999046325684,-2.51456576699828,-2.466070913701311,-2.40874256684669,-2.5239447095010785,-2.5332244684137195
Mike Conley,2016-17,2292.0,0.10000000149011612,0.22121568877389924,0.5225854714699826,0.5045756569170932,0.518712052086175,0.24044558967582425
Damian Lillard,2016-17,2694.0,-2.0,-1.6680525293417607,-1.5637935898353046,-1.5554734598851416,-1.5362961091789218,-1.641440728012883
Blake Griffin,2016-17,2076.0,1.399999976158142,0.3631161394864464,0.5844512881760734,0.5596994569215394,0.4584037796110708,0.37175322120366877
John Wall,2016-17,2836.0,-0.8999999761581421,-0.6300773478572945,-0.4440890235681336,-0.49553018035597673,-0.5285456131063577,-0.6413537201370163
Gordon Hayward,2016-17,2516.0,0.800000011920929,0.5233577380648051,0.8309665328400673,0.8292516551367941,0.8154264600578909,0.5390637189169947
Paul George,2016-17,2689.0,0.4000000059604645,0.8928260091645993,0.885149700143279,0.8684693425451631,0.7689576389458347,0.8199735529027865
DeAndre Jordan,2016-17,2570.0,1.600000023841858,2.304371883329756,2.3469012934440436,2.362543374690113,2.24372032907708,2.2681126500561626
CJ McCollum,2016-17,2796.0,-1.100000023841858,-0.8734695193782152,-0.9204204745820965,-1.0111398472648918,-0.9906949056869361,-0.8903157623197447
Otto Porter Jr.,2016-17,2605.0,0.800000011920929,0.8965478089916861,0.7436119963653693,0.6743713548776901,0.5537432780356031,0.8189990257119424
Klay Thompson,2016-17,2649.0,0.4000000059604645,-0.4479342254158941,0.13024559448472514,0.1649673386740832,0.25330182111153143,-0.33495622495343536
KarlAnthony Towns,2016-17,3030.0,-2.0999999046325684,-0.4178850513347976,-0.36971430909566455,-0.4576951093419278,-0.43497979405353177,-0.4399100743586667
Lou Williams,2016-17,1994.0,-1.899999976158142,-2.0175101168989693,-1.8949097347347446,-1.912835058962914,-1.860183474605312,-1.974666330038689
Trevor Ariza,2016-17,2773.0,0.8999999761581421,0.266405676602898,0.14761505249510953,0.12604301775547283,0.012574788696839506,0.18563555693864803
Patrick Beverley,2016-17,2058.0,2.5,2.002385572861486,2.108702193185515,1.9979121363241696,1.7933693062743004,1.8803238570453307
Kevin Love,2016-17,1885.0,1.5,1.3139111036646591,1.2292937628192098,1.186221954362872,1.165084832569769,1.275853921718343
Paul Millsap,2016-17,2343.0,2.200000047683716,1.5383592492151583,1.7080774680265027,1.7329842097867585,1.7466368228092322,1.544886544158214
Marc Gasol,2016-17,2531.0,1.600000023841858,0.6439703916093872,0.8278545228163274,0.7913444947897266,0.6934000175915942,0.6376659404505474
Kyrie Irving,2016-17,2525.0,-4.0,-1.855248149129924,-1.758395331058338,-1.6994021008915363,-1.7799362004171275,-1.8490126550190105
Jae Crowder,2016-17,2335.0,0.6000000238418579,0.5022755809854578,0.4519627550429903,0.49650333560805704,0.34008942197705555,0.47900471516744386
Tobias Harris,2016-17,2567.0,0.800000011920929,-0.08328014372240668,0.28924022586416054,0.3281806459994828,0.28903929471735473,-0.030081966587451298
James Johnson,2016-17,2085.0,2.4000000953674316,2.473528656500501,2.6717320346580418,2.5784479339398194,2.5790406070621406,2.4667128561058953
Andre Roberson,2016-17,2376.0,4.0,2.6427061958596787,2.563978903491785,2.4839638549147063,2.4821940927691957,2.5966758844715314
Ricky Rubio,2016-17,2469.0,0.30000001192092896,-0.7271749706792804,-0.5370255138434459,-0.5631590490664626,-0.5995329315941376,-0.7834406836355419
Jeff Teague,2016-17,2657.0,-0.8999999761581421,-0.5820023576176355,-0.4576469227002298,-0.43597314665713227,-0.5139006279675945,-0.5930504907189026
JJ Redick,2016-17,2198.0,0.20000000298023224,-0.8690787922216885,-0.980896882239781,-0.8803722938659402,-0.9136424258553772,-0.8511137320303572
Michael KiddGilchrist,2016-17,2349.0,3.4000000953674316,2.1833152171615007,2.1572457465004846,1.9467013469955878,1.9427394900899815,2.0772900784397392
Amir Johnson,2016-17,1608.0,3.5999999046325684,2.2894371380765466,2.464484137718272,2.499246424293571,2.465761144090656,2.296791844295109
Andrew Wiggins,2016-17,3048.0,-0.800000011920929,-1.6846227448588975,-1.7550451196201549,-1.8046347625407715,-1.7855639102962702,-1.717359615843756
Robert Covington,2016-17,2119.0,3.799999952316284,2.5633007706518893,2.689318376050939,2.7326175154622607,2.685106812088266,2.5319527012728487
Danilo Gallinari,2016-17,2134.0,-0.5,-1.2019886077166504,-1.1407428356134484,-1.094364643876891,-1.0276403510207652,-1.1663079390799462
Ersan Ilyasova,2016-17,2142.0,2.0,1.2604741881552273,1.3503502688032705,1.3170112327090577,1.4107994112935174,1.2955051746718866
Victor Oladipo,2016-17,2222.0,1.7999999523162842,0.8324233162766723,0.9823569082781912,1.0162922988385261,0.9865670092421364,0.8317272194248828
Myles Turner,2016-17,2541.0,2.200000047683716,2.628725071771472,2.2809245372204887,2.2718026295650855,2.2566926494322663,2.5668027303762067
Joe Ingles,2016-17,1972.0,1.399999976158142,0.07058749252776159,0.30776940245285817,0.3150686122911913,0.3919117477361437,0.11167968400600822
Tyler Johnson,2016-17,2178.0,1.7999999523162842,1.6006625702511,1.7082698287729867,1.6237259568496216,1.6195084753543192,1.5717761885720138
Tim Hardaway Jr.,2016-17,2154.0,-0.699999988079071,-0.46462351752455017,-0.1314535416985375,-0.08769178450419257,0.0036248918490890056,-0.3611722934436592
Malcolm Brogdon,2016-17,1982.0,0.5,-0.6397505639325196,-0.4883485545067465,-0.4641045141720095,-0.3652353794951093,-0.6075707942732042
Pau Gasol,2016-17,1627.0,1.600000023841858,1.2564733335323217,1.2850907902246358,1.3102954274815635,1.2777657859771732,1.2962788362422448
George Hill,2016-17,1544.0,0.5,1.3811785368783225,1.5615116511085358,1.5063670392368174,1.578495680522425,1.4310063805532172
Luc Mbah a Moute,2016-17,1787.0,3.799999952316284,2.805922793270863,3.012074027186358,2.9895093309698946,2.8846284780809013,2.8206779167072487
Gorgui Dieng,2016-17,2653.0,1.600000023841858,1.1304226828935209,1.1040770909216253,1.0343193167009352,1.0205116245371797,1.0767397329482935
Danny Green,2016-17,1807.0,2.5999999046325684,1.7161768027810849,2.3181303826952564,2.290011379967914,2.4242782234842886,1.7887867997409015
Hassan Whiteside,2016-17,2513.0,1.7000000476837158,1.9164253772279294,1.4176538643197318,1.3492220845676257,1.228848644513386,1.8300341036621286
Seth Curry,2016-17,2029.0,0.6000000238418579,0.1658767532575468,0.6372354748600559,0.6507847052659177,0.7335539477021633,0.23222489079260034
Manu Ginobili,2016-17,1291.0,2.9000000953674316,1.4066223258593828,1.7995027096770944,1.844158789719777,1.7816369305543456,1.4784929696470814
Elfrid Payton,2016-17,2412.0,-0.8999999761581421,-0.3489546113310211,-0.3129231536017717,-0.3388001758019906,-0.36968270839732814,-0.3538378283106548
Marcus Smart,2016-17,2399.0,2.0999999046325684,2.033764340813491,1.927381651100832,1.8454781119225496,1.7721359027345471,1.9462435832399883
Andre Iguodala,2016-17,1998.0,1.2000000476837158,1.0674085721381135,1.4668664796822934,1.4063353564007992,1.4595634113557987,1.1097210908889479
Wesley Matthews,2016-17,2495.0,0.8999999761581421,0.2784200054678357,0.34872504199178683,0.33648401177172543,0.38000240284984677,0.2607130496844284
DeMar DeRozan,2016-17,2620.0,-2.0,-2.081556668823951,-2.065713917268942,-1.9849929510696385,-1.8454648858414147,-2.035833586860335
Goran Dragic,2016-17,2459.0,-1.7999999523162842,-0.9371269053822757,-0.9711026873916591,-0.891347359556659,-0.8776503760089189,-0.9167897400387341
Patrick Patterson,2016-17,1599.0,1.899999976158142,1.437376954695173,1.4206235328611343,1.3505110551122592,1.3897121554227767,1.4808087893239301
Terrence Ross,2016-17,1955.0,0.0,-0.7733766939601453,-0.7395017640120448,-0.6981229364334596,-0.5590690881527963,-0.7559659236237657
Thaddeus Young,2016-17,2237.0,2.0,1.7486453191978704,2.001681158485906,1.9966981804251795,1.9267364875278474,1.7651113656284485
DeMarre Carroll,2016-17,1882.0,2.0999999046325684,0.9597109817272981,1.19357627881505,1.2364235294024217,1.1686636091277869,0.9688163494836007
Wilson Chandler,2016-17,2197.0,0.5,-0.9849648495476395,-0.9305938951097829,-0.9550719670620196,-0.88543368218961,-0.9681642553098415
Aaron Gordon,2016-17,2298.0,-0.30000001192092896,-0.5190533538084575,-0.6127984492930889,-0.5581744567260501,-0.6432170602364825,-0.5294261259768653
LaMarcus Aldridge,2016-17,2335.0,1.7000000476837158,1.416932362694897,1.2423053086379607,1.2897572108305158,1.3500969552819486,1.4624692340189103
Tony Allen,2016-17,1914.0,2.200000047683716,1.6092384796941812,1.9362796556222452,1.943564377900198,1.816852581978452,1.5672344808560172
Jrue Holiday,2016-17,2190.0,0.20000000298023224,1.7624719778677886,1.8569327771152864,1.8372821833699688,1.8509252877523041,1.7688965426609609
Al Horford,2016-17,2193.0,0.30000001192092896,0.5061201357377411,0.5450362080456822,0.5078228060201697,0.5252929273752146,0.5021505165307821
Nicolas Batum,2016-17,2617.0,-0.699999988079071,-0.6092204626432701,-0.6046839625738822,-0.6122390256618344,-0.6794724752249011,-0.6253136979195223
Eric Bledsoe,2016-17,2176.0,-2.4000000953674316,-1.5263343766296822,-1.5653043674850093,-1.537442133310139,-1.5049659284975794,-1.528212796490736
