player,season,mp,y_offense,y_defense,y_total,ours_offense,direct_defense,selected_defense,rank_first_defense,ours_total,old_total,selected_total,rank_first_total,eRD,eRT
Damian Lillard,2013-14,2937.0,3.5999999046325684,-1.5,2.0999999046325684,3.4956708325208936,-0.6741768810935337,-0.7191715090064483,-0.7079228520282196,2.7764993235144453,2.82149395142736,2.7764993235144453,2.787747980492674,-0.8809285479999999,2.145663839
Paul Millsap,2013-14,2482.0,0.4000000059604645,2.700000047683716,3.0999999046325684,0.4143961045436404,2.1754897757871685,2.198037565553863,2.1924006181121896,2.612433670097504,2.589885880330809,2.6124336700975035,2.60679672265583,2.199708101,2.911380761
DeMarre Carroll,2013-14,2341.0,0.699999988079071,2.5999999046325684,3.299999952316284,0.3205039137458501,1.8479410217848748,1.8191067804121346,1.8263153407553196,2.1396106941579847,2.168444935530725,2.1396106941579847,2.1468192545011697,1.353226241,2.427282002
Nicolas Batum,2013-14,2956.0,1.899999976158142,0.0,1.899999976158142,1.7863658683143306,0.2936947837273763,0.2718758050823471,0.2773305497436044,2.0582416733966777,2.080060652041707,2.0582416733966777,2.063696418057935,0.653452395,2.493625326
John Wall,2013-14,2980.0,1.899999976158142,-0.2000000029802322,1.7000000476837158,2.421109308087111,0.3205219917564257,0.32433909053488075,0.323384815840267,2.7454483986219915,2.7416312998435366,2.7454483986219915,2.744494123927378,1.161724206,2.73059256
Andre Iguodala,2013-14,2040.0,1.2000000476837158,2.5999999046325684,3.799999952316284,1.8718356163962344,2.86118291667442,2.8719807590296456,2.869281298440839,4.74381637542588,4.733018533070654,4.7438163754258795,4.7411169148370735,2.687193912,4.52857175
DeAndre Jordan,2013-14,2870.0,0.699999988079071,1.100000023841858,1.7999999523162842,1.000268783177232,2.316458511150763,2.1776098217862234,2.2123219941273584,3.177878604963456,3.316727294327995,3.177878604963455,3.21259077730459,3.1856490299999995,3.187745218
Ty Lawson,2013-14,2222.0,3.200000047683716,-0.3000000119209289,2.900000095367432,2.9247393909395427,-1.9171411276487191,-1.8339147582824369,-1.8547213506240072,1.0908246326571056,1.0075982632908236,1.0908246326571058,1.0700180403155355,-0.459009263,2.345014022
Chandler Parsons,2013-14,2783.0,2.5999999046325684,-0.800000011920929,1.7999999523162842,1.7916044440594738,-0.0818600912003573,-0.15202134759264493,-0.13448103349457302,1.6395830964668288,1.7097443528591165,1.639583096466829,1.6571234105649009,-0.083793883,2.384580317
Manu Ginobili,2013-14,1550.0,4.0,1.100000023841858,5.099999904632568,4.242741322613573,1.6010935044006327,1.6794536484381886,1.6598636124287993,5.922194971051761,5.843834827014206,5.922194971051761,5.902604935042373,1.737328245,4.985964342
Marcin Gortat,2013-14,2655.0,-0.6000000238418579,2.5,2.0,-0.7543605259262917,2.811882392510039,2.8872017200438154,2.868371888160371,2.1328411941175243,2.0575218665837474,2.132841194117524,2.1140113622340793,1.341667049,1.625979042
George Hill,2013-14,2434.0,0.3000000119209289,2.0999999046325684,2.5,1.4977385066630289,1.23256652347581,1.5010574531028738,1.4339347206961075,2.998795959765902,2.730305030138839,2.9987959597659026,2.9316732273591364,1.7244229239999995,1.945466249
Danny Green,2013-14,1651.0,0.699999988079071,4.0,4.699999809265137,0.4787081011650725,2.614641151836647,2.696198610572168,2.6758092458882876,3.1749067117372403,3.0933492530017195,3.1749067117372403,3.15451734705336,2.81639927,2.634983463
Serge Ibaka,2013-14,2666.0,-0.3000000119209289,2.299999952316284,1.899999976158142,-0.8698041493799847,1.422421177035574,1.4314095003383183,1.4291624195126322,0.5616053509583337,0.5526170276555892,0.5616053509583335,0.5593582701326475,1.695491585,1.9712951620000003
Trevor Ariza,2013-14,2723.0,1.0,0.699999988079071,1.7000000476837158,1.515299908515212,0.9147354208120188,0.9356914956055347,0.9304524769071556,2.450991404120747,2.4300353293272305,2.450991404120747,2.4457523854223675,1.421303719,3.031011348
Anderson Varejao,2013-14,1800.0,0.5,3.5999999046325684,4.099999904632568,0.0087086551864741,2.081273964873028,2.0372338787474806,2.0482439002788673,2.0459425339339545,2.089982620059502,2.0459425339339545,2.056952555465341,2.07546269,2.812797367
David West,2013-14,2472.0,0.6000000238418579,1.5,2.200000047683716,0.6690123682937142,2.1980808348338976,2.341695899281257,2.3057921331694176,3.010708267574972,2.8670932031276117,3.0107082675749712,2.9748045014631317,2.32410018,2.82708641
Deron Williams,2013-14,2059.0,2.5999999046325684,0.6000000238418579,3.200000047683716,2.8055527616410827,1.179432547121366,1.095759326281304,1.1166776314913196,3.9013120879223866,3.9849853087624485,3.9013120879223866,3.922230393132402,0.521043508,2.857465108
Patrick Beverley,2013-14,1751.0,2.200000047683716,1.899999976158142,4.099999904632568,1.826333308894749,1.5640270401152854,1.5276148344726819,1.5367178858833326,3.353948143367432,3.3903603490100345,3.3539481433674307,3.3630511947780817,0.995844228,1.45734344
Channing Frye,2013-14,2312.0,2.0,0.4000000059604645,2.400000095367432,1.6929314478580002,0.5068378059689851,0.5573546715927942,0.5447254551868419,2.250286119450794,2.199769253826985,2.250286119450794,2.237656903044842,0.622148429,0.617860494
Patty Mills,2013-14,1527.0,3.900000095367432,0.8999999761581421,4.800000190734863,3.007043541959592,1.1702751610294173,1.2868316509440492,1.257692528465391,4.2938751929036405,4.177318702989009,4.293875192903641,4.264736070424982,0.915911033,3.501660779
Dwight Howard,2013-14,2396.0,-0.4000000059604645,2.400000095367432,2.0,0.6238386134902708,1.824917824042083,1.5670472414214722,1.631514887076625,2.190885854911743,2.448756437532354,2.190885854911743,2.255353500566896,1.346513311,2.349794678
Vince Carter,2013-14,1973.0,2.400000095367432,0.4000000059604645,2.900000095367432,1.5035100321679211,0.1652326049375675,0.09312951862463023,0.11115529020286452,1.5966395507925517,1.6687426371054885,1.5966395507925513,1.6146653223707856,-0.629076745,0.384430506
Darren Collison,2013-14,2069.0,1.100000023841858,1.600000023841858,2.700000047683716,0.8828015223821493,-0.4043273931894711,-0.2467498893733578,-0.2861442653273861,0.6360516330087915,0.4784741291926782,0.6360516330087915,0.5966572570547631,-0.291639137,0.786478654
Andre Drummond,2013-14,2619.0,1.2999999523162842,0.2000000029802322,1.5,0.9233241465240898,0.0453913037753583,0.11776730629699646,0.09967330566658691,1.0410914528210862,0.968715450299448,1.0410914528210862,1.0229974521906766,0.8595883660000001,2.769921062
PJ Tucker,2013-14,2490.0,0.800000011920929,0.8999999761581421,1.7000000476837158,0.3778592904256676,0.7667935601975242,0.7168957573081272,0.7293702080304764,1.0947550477337948,1.1446528506231919,1.0947550477337948,1.107229498456144,0.627936996,1.081133923
Draymond Green,2013-14,1797.0,-1.2000000476837158,4.599999904632568,3.400000095367432,-1.390620719262618,3.2993932297615736,3.4760661770296513,3.4318979402126315,2.085445457767034,1.9087725104989555,2.085445457767033,2.0412772209500134,3.318872496,1.648888842
Roy Hibbert,2013-14,2409.0,-1.7000000476837158,3.400000095367432,1.7999999523162842,-1.524623648513492,3.2627422957945704,3.4589960690225676,3.4099326257155678,1.934372420509075,1.7381186472810783,1.9343724205090755,1.8853089772020757,2.42918143,0.13917591
Andrew Bogut,2013-14,1769.0,-1.399999976158142,4.400000095367432,3.0999999046325684,-0.5097521306017296,3.8861659307940086,3.940655190844578,3.9270328758319355,3.4309030602428483,3.376413800192279,3.4309030602428483,3.417280745230206,3.581236873,2.742375568
Al Jefferson,2013-14,2553.0,-0.5,1.7999999523162842,1.2999999523162842,-0.0370613852894272,1.843373231114416,1.807663189734945,1.8165907000798127,1.7706018044455178,1.8063118458249887,1.7706018044455178,1.7795293147903855,1.399330945,2.985243871
David Lee,2013-14,2288.0,0.3000000119209289,1.2000000476837158,1.600000023841858,0.7067927178832498,1.8991495304425796,1.827498735020012,1.845411433875654,2.5342914529032616,2.6059422483258294,2.534291452903262,2.552204151758904,0.758006095,2.08730916
Nikola Pekovic,2013-14,1663.0,1.100000023841858,2.200000047683716,3.299999952316284,1.0161020173924575,0.58830232687186,0.6022924860715932,0.5987949462716599,1.6183945034640508,1.6044043442643177,1.6183945034640508,1.6148969636641173,-1.024071965,2.079391511
Corey Brewer,2013-14,2609.0,0.3000000119209289,0.699999988079071,1.0,0.8261576950066739,1.323936633475317,1.1996612507460989,1.2307300964284034,2.0258189457527727,2.150094328481991,2.0258189457527727,2.056887791435077,1.379693868,2.495972779
Tim Duncan,2013-14,2158.0,-1.2999999523162842,3.0,1.7000000476837158,-1.111239500597072,2.3613112077300378,2.4985742288213633,2.464258473548532,1.3873347282242914,1.2500717071329657,1.3873347282242912,1.35301897295146,2.052280895,2.200307484
Kyrie Irving,2013-14,2496.0,2.299999952316284,-1.2000000476837158,1.2000000476837158,2.519811925281919,-1.7593506357490896,-1.611656081112284,-1.6485797197714853,0.9081558441696348,0.7604612895328293,0.9081558441696349,0.8712322055104336,-0.494995933,1.434166483
Kyle Korver,2013-14,2408.0,1.899999976158142,-0.6000000238418579,1.2999999523162842,1.9153620804168303,0.4714196994052937,0.46976501482149025,0.4701786859674411,2.385127095238321,2.3867817798221242,2.3851270952383206,2.3855407663842714,0.774511348,1.938728594
Paul Pierce,2013-14,2098.0,0.1000000014901161,1.7999999523162842,1.899999976158142,0.4956897045014898,2.167090847466415,2.18260402597359,2.1787257313467965,2.67829373047508,2.6627805519679044,2.6782937304750796,2.674415435848286,0.4913534779999999,1.595554661
Gordon Hayward,2013-14,2800.0,0.699999988079071,-0.1000000014901161,0.6000000238418579,0.4473857570779277,-0.1853295474346154,-0.330720139239023,-0.2943724912879211,0.1166656178389047,0.26205620964331233,0.11666561783890472,0.15301326579000663,-0.569803321,0.361076477
Eric Bledsoe,2013-14,1416.0,1.5,2.200000047683716,3.700000047683716,1.025445905220585,1.4109388984705642,1.326953344935805,1.3479497333194947,2.352399250156391,2.4363848036911495,2.35239925015639,2.37339563854008,0.49999753,2.169753275
Chris Bosh,2013-14,2531.0,-0.1000000014901161,1.0,0.8999999761581421,0.1813129388856618,2.132940516745377,2.1880661781420807,2.1742847627929045,2.369379117027742,2.314253455631039,2.3693791170277425,2.3555977016785663,0.913422521,2.905188303
DeMar DeRozan,2013-14,3017.0,1.7000000476837158,-1.2999999523162842,0.4000000059604645,1.60458811078115,-1.2192234961038046,-1.10814602170041,-1.1359153903012587,0.4964420890807401,0.3853646146773453,0.49644208908073995,0.4686727204798913,-0.044248185,2.259483807
Reggie Jackson,2013-14,2277.0,0.8999999761581421,0.4000000059604645,1.2999999523162842,1.234046334356431,-0.1064672204585545,-0.03761455732994533,-0.05482772311209763,1.1964317770264856,1.1275791138978764,1.1964317770264856,1.1792186112443332,0.175567166,0.5455619
Russell Westbrook,2013-14,1412.0,3.299999952316284,0.4000000059604645,3.700000047683716,2.983508417114813,-0.8455324209352693,-0.6664398062038575,-0.7112129598867103,2.3170686109109555,2.1379759961795437,2.3170686109109555,2.2722954572281027,0.941295817,4.177540234
Monta Ellis,2013-14,3023.0,1.0,-0.800000011920929,0.2000000029802322,0.4470927466144083,-1.327863997543879,-1.1964017740429438,-1.2292673299181773,-0.7493090274285354,-0.8807712509294707,-0.7493090274285354,-0.782174583303769,-0.381528108,0.73438399
Bradley Beal,2013-14,2530.0,0.3000000119209289,0.4000000059604645,0.699999988079071,0.8257518058444931,0.1394783209865597,0.1734291566750277,0.1649414477529107,0.9991809625195208,0.9652301268310528,0.9991809625195208,0.9906932535974038,0.017735163,0.307214347
Marc Gasol,2013-14,1970.0,-1.100000023841858,2.799999952316284,1.7999999523162842,-1.0293484907299644,1.599734465907309,1.5692681658321521,1.576884740850941,0.5399196751021882,0.5703859751773446,0.5399196751021877,0.5475362501209766,1.050401501,1.66293096
Josh McRoberts,2013-14,2360.0,2.0,-1.0,1.0,0.5080971689568772,0.4193108912550465,0.47330856353419615,0.45980914546440876,0.9814057324910732,0.9274080602119237,0.9814057324910733,0.9679063144212859,0.949281073,1.457007344
Jared Sullinger,2013-14,2041.0,0.5,1.100000023841858,1.5,0.1996266911460879,0.8729132966959424,0.8503124275848621,0.8559626448626321,1.04993911873095,1.0725399878420303,1.0499391187309501,1.0555893360087198,-0.347211224,-0.943854191
Marco Belinelli,2013-14,2016.0,2.799999952316284,-1.2999999523162842,1.5,2.0694979015500974,-1.333370553077731,-1.199893710569357,-1.2332629211964503,0.8696041909807404,0.7361273484723665,0.8696041909807404,0.8362349803536471,-0.378026714,1.566018687
Randy Foye,2013-14,2485.0,2.0999999046325684,-1.399999976158142,0.699999988079071,1.5015077787543054,-1.859417807595933,-1.8981828251871682,-1.888491570789359,-0.3966750464328628,-0.3579100288416275,-0.3966750464328628,-0.3869837920350536,-0.804177641,-0.024105237
Courtney Lee,2013-14,1973.0,0.699999988079071,1.0,1.600000023841858,0.3649740813254574,0.9380702351114508,0.9410157462551318,0.9402793684692117,1.3059898275805892,1.303044316436908,1.3059898275805892,1.305253449794669,0.6896416557126205,1.2302008702067917
Rudy Gay,2013-14,2531.0,1.100000023841858,-0.5,0.6000000238418579,1.5541711575785258,-0.5684426768006696,-0.631389184512422,-0.6156525575844838,0.9227819730661038,0.9857284807778561,0.9227819730661038,0.938518599994042,-0.1390798518012643,0.9032108721050968
Jeremy Lin,2013-14,2054.0,-0.5,1.7999999523162842,1.2999999523162842,-0.3563443494857347,0.8599128314602683,0.801603388317101,0.8161807491028927,0.4452590388313662,0.5035684819745336,0.4452590388313663,0.45983639961715805,-0.635246536,-0.507387183
Mike Dunleavy,2013-14,2584.0,0.3000000119209289,0.1000000014901161,0.4000000059604645,0.1275061723827431,0.879225293947249,1.0239164069459474,0.9877436286962726,1.1514225793286903,1.0067314663299922,1.1514225793286905,1.1152498010790157,1.048035107,0.8755368250000001
Amir Johnson,2013-14,2214.0,-0.3000000119209289,1.2000000476837158,1.0,-0.1408317208824462,1.5710102899084692,1.4866279933881028,1.5077235675181944,1.3457962725056565,1.4301785690260231,1.3457962725056567,1.3668918466357483,1.120487527,1.022622432
Shane Battier,2013-14,1468.0,0.1000000014901161,2.700000047683716,2.700000047683716,-0.6908119460038882,1.6320156524700404,1.8637091374882664,1.8057857662337096,1.1728971914843782,0.9412037064661523,1.1728971914843782,1.1149738202298214,0.636860626,-0.403164189
Luol Deng,2013-14,2213.0,0.3000000119209289,0.6000000238418579,0.8999999761581421,0.7597372354406794,0.1700692044550521,0.22037285598303508,0.2077969431010393,0.9801100914237144,0.9298064398957315,0.9801100914237144,0.9675341785417186,-0.1745887736764572,0.7028947092381382
Kris Humphries,2013-14,1376.0,0.0,3.0,3.0,-1.9471690284738363,0.8232403358455324,0.9367419939903594,0.9083665794541527,-1.010427034483477,-1.1239286926283039,-1.010427034483477,-1.0388024490196837,0.3938568469999999,-0.216262631
Tiago Splitter,2013-14,1271.0,-0.8999999761581421,4.199999809265137,3.299999952316284,-0.8787255037055147,4.101278963792667,4.071765268713909,4.079143692483598,3.193039765008394,3.222553460087152,3.193039765008394,3.200418188778083,0.855910855,1.432245666
Boris Diaw,2013-14,1974.0,0.800000011920929,0.3000000119209289,1.0,0.7201374138794071,0.3779909943893262,0.39218039754488876,0.3886330467559981,1.1123178114242958,1.0981284082687333,1.1123178114242958,1.1087704606354052,0.46608806,0.654818967
Shaun Livingston,2013-14,1974.0,0.2000000029802322,0.8999999761581421,1.100000023841858,-0.2079939774704546,1.6059396993831605,1.532291245367682,1.5507033588715515,1.3242972678972271,1.3979457219127058,1.3242972678972273,1.3427093814010969,0.847227865,0.648209095
Greg Monroe,2013-14,2690.0,0.3000000119209289,-0.3000000119209289,0.0,-0.1934532323171018,-0.4469518181838207,-0.3720543476191636,-0.39077871526032787,-0.5655075799362654,-0.6404050505009224,-0.5655075799362654,-0.5842319475774297,-0.358917967,0.003525716
Derek Fisher,2013-14,1428.0,0.3000000119209289,2.0,2.299999952316284,0.8825475095861117,1.4703357959683074,1.5767736802476033,1.5501642091777792,2.459321189833715,2.3528833055544194,2.459321189833715,2.432711718763891,1.173582171,1.358937317
Michael KiddGilchrist,2013-14,1502.0,-2.299999952316284,4.400000095367432,2.0999999046325684,-1.935766686891938,2.021421163230932,1.893504113945244,1.9254833762666659,-0.0422625729466941,0.08565447633899392,-0.04226257294669411,-0.010283310625272213,1.224835521,-0.497435087
Zach Randolph,2013-14,2705.0,1.2999999523162842,-1.2999999523162842,0.0,1.098774390478387,0.2341903425171861,0.248308428987021,0.24477890736956226,1.347082819465408,1.3329647329955732,1.347082819465408,1.3435532978479494,-0.080092091,-0.012151938
Jeff Teague,2013-14,2542.0,0.6000000238418579,-0.5,0.1000000014901161,0.9683369789203032,-0.3982121552808557,-0.5502659556120284,-0.5122525055292351,0.418071023308275,0.5701248236394476,0.41807102330827484,0.45608447339106817,-0.557414572,0.525964781
Dwyane Wade,2013-14,1775.0,1.5,-0.2000000029802322,1.2000000476837158,0.9116306896736992,0.7871102561118283,0.6039638157984297,0.6497504258767794,1.515594505472129,1.6987409457855276,1.515594505472129,1.5613811155504786,0.196900391,3.012207227
Michael CarterWilliams,2013-14,2414.0,-0.5,0.6000000238418579,0.1000000014901161,0.2718020291309364,0.0614149117908595,0.15667561158942367,0.13286043663978261,0.4284776407203601,0.3332169409217959,0.42847764072036004,0.40466246577071896,0.497198244,-1.137528794
Jae Crowder,2013-14,1254.0,-0.1000000014901161,3.0,2.900000095367432,-0.2369755737415911,2.0915601599724707,2.2103969920458275,2.180687784027488,1.973421418304236,1.8545845862308796,1.9734214183042365,1.943712210285897,1.406441572,1.675705269
Joe Johnson,2013-14,2575.0,2.700000047683716,-2.700000047683716,0.0,2.780349975193696,-1.610365949427108,-1.512940131924653,-1.5372965863002668,1.2674098432690435,1.169984025766588,1.2674098432690433,1.2430533888934294,-1.283370821,0.331412074
Lance Stephenson,2013-14,2752.0,0.6000000238418579,-0.800000011920929,-0.2000000029802322,1.0865244606829478,-0.0230902735659137,0.16758145195603363,0.11991352057554677,1.2541059126389815,1.063434187117034,1.2541059126389815,1.2064379812584947,1.44688107,1.6644500200000003
Tony Allen,2013-14,1278.0,0.2000000029802322,2.400000095367432,2.5999999046325684,-0.3619979274340821,2.8774383977509927,2.855276399235039,2.8608168988640275,2.493278471800957,2.5154404703169106,2.493278471800957,2.4988189714299454,3.07422854,2.971626302
Nene,2013-14,1560.0,-2.200000047683716,3.799999952316284,1.600000023841858,-1.8571564901859856,2.731930219304957,2.6945471662402927,2.703892929506458,0.8373906760543071,0.8747737291189714,0.8373906760543071,0.8467364393204726,1.438739445,0.868188422
Terrence Ross,2013-14,2159.0,0.5,-0.1000000014901161,0.4000000059604645,1.1122441823147775,-0.4895794526253182,-0.40890695089387985,-0.42907507632673936,0.7033372314208979,0.6226647296894593,0.7033372314208977,0.6831691059880382,0.407913916,0.321880003
Chris Andersen,2013-14,1396.0,0.5,1.600000023841858,2.0999999046325684,-0.0556535830352918,2.1509119617078123,1.9693487437806716,2.014739548262457,1.91369516074538,2.0952583786725203,1.9136951607453798,1.959085965227165,1.192050141,1.4988828520000002
Kirk Hinrich,2013-14,2116.0,-1.7000000476837158,2.0999999046325684,0.4000000059604645,-0.621563443447294,2.2322197396540693,2.307285124686958,2.2885187784287355,1.6857216812396638,1.6106562962067752,1.6857216812396638,1.6669553349814414,1.556570818,-0.233711092
Iman Shumpert,2013-14,1962.0,-0.4000000059604645,1.0,0.699999988079071,-0.2413622985187127,1.9651976331054823,1.876891516273657,1.8989680454816131,1.6355292177549443,1.7238353345867696,1.6355292177549443,1.6576057469629004,1.699712297,0.612946683
Nick Young,2013-14,1810.0,2.400000095367432,-1.5,0.8999999761581421,2.499104618785891,-1.720117350983826,-1.8367938937787436,-1.807624758080014,0.6623107250071478,0.7789872678020651,0.6623107250071474,0.691479860705877,-1.611384819,-0.060922133
Alec Burks,2013-14,2193.0,0.8999999761581421,-0.699999988079071,0.2000000029802322,0.8241391557693203,-0.9394213037213012,-0.9104514421607363,-0.9176939075508774,-0.0863122863914159,-0.11528214795198088,-0.08631228639141597,-0.09355475178155714,-1.310785828,-0.626392891
Jamal Crawford,2013-14,2094.0,2.799999952316284,-2.5,0.3000000119209289,2.427865538143521,-2.100186973469255,-2.1035754300717215,-2.102728315921105,0.324290108071799,0.32767856467426615,0.3242901080717995,0.3251372222224158,-1.324482002,0.951516771
Tyreke Evans,2013-14,2028.0,1.2000000476837158,-0.800000011920929,0.4000000059604645,0.1018846181479643,-1.2729569804019214,-1.3394139781167567,-1.3227997286880477,-1.2375293599687922,-1.1710723622539572,-1.2375293599687924,-1.2209151105400835,-1.48027177,-0.083597134
Spencer Hawes,2013-14,2470.0,-0.699999988079071,0.5,-0.2000000029802322,-0.6272545800769503,-0.4789176718196097,-0.4139136830928485,-0.4301646802745388,-1.041168263169799,-1.10617225189656,-1.0411682631697987,-1.0574192603514891,-0.6437596629854252,-1.336541183398381
Wilson Chandler,2013-14,1927.0,0.5,0.0,0.5,0.182487333484612,-1.16410109779033,-1.1810321965645372,-1.1767994218709854,-0.9985448630799252,-0.9816137643057181,-0.9985448630799252,-0.9943120883863734,-1.260877676,-1.222173948
Gerald Green,2013-14,2330.0,1.2999999523162842,-1.2999999523162842,-0.1000000014901161,1.5330878805564871,-1.0905905368355586,-1.102049323185282,-1.099184626597851,0.4310385573712052,0.4424973437209285,0.4310385573712052,0.43390325395863605,-0.828646304,0.306062885
