player,season,mp,y_defense,baseline,hats_features,structure_loss_0.10,component_fixed,component_fixed_l2,component_fixed_masked,published_output_0.075,direct_component_blend_0.25
Elfrid Payton,2014-15,2489.0,0.20000000298023224,-0.1730372823646016,-0.13115247120318796,-0.19027480322711912,-0.20660625534931756,-0.38297613242908785,-0.3628232725948817,-0.2242293416783948,-0.1814295256107806
Marcus Smart,2014-15,1808.0,1.7999999523162842,2.020656095134948,1.9950048328080683,1.8774362113205887,2.255439680386673,2.1218694902608197,2.1595912434946882,1.9372728605101726,2.0793519914478793
Bradley Beal,2014-15,2107.0,0.5,0.3741231849242898,0.18256922308300388,0.1770696156098252,0.4070399215276411,0.3696628007079241,0.13733115614842006,0.36141537366726106,0.3823523690751276
Andre Iguodala,2014-15,2069.0,1.600000023841858,1.811739493788631,1.7111599148765853,1.686278928751225,1.8270816607114293,1.8092646075487786,2.068529640077243,1.8061775992676057,1.8155750355193307
Timofey Mozgov,2014-15,2045.0,2.4000000953674316,1.804768885611233,1.4495731938710548,1.4366346020487701,1.7297328288172786,1.7142409705533335,1.47885941993453,1.7764570688000891,1.7860098714127441
Dirk Nowitzki,2014-15,2282.0,-1.2999999523162842,-0.5622082242831207,-0.8204036285825859,-0.7537564304340802,-0.581267213800287,-0.518176092881071,-0.6054708157909299,-0.5652651804384243,-0.5669729716624123
PJ Tucker,2014-15,2383.0,1.2999999523162842,1.6180620475987302,1.64020301645136,1.5417924146767872,1.491645632083457,1.4292128244789353,1.5510603972672425,1.5619153107144974,1.5864579437199118
Deron Williams,2014-15,2114.0,0.0,-0.5099891649245503,-0.8287193429837877,-0.8403242765183124,-0.5640566410517891,-0.36708374273930094,-0.5445263004519828,-0.563642737040168,-0.52350603395636
Mario Chalmers,2014-15,2368.0,1.5,1.6066693655140303,1.2590232968157422,1.1702740214837828,1.382968490689373,1.4020451552781537,1.330128066622928,1.4852625029387803,1.5507441468078662
Goran Dragic,2014-15,2640.0,-1.600000023841858,-0.791216237433009,-0.7119482449861982,-0.6934594161162551,-0.7613263522712725,-0.7333559917873118,-0.665110592309568,-0.7884840973599097,-0.7837437661425749
Danilo Gallinari,2014-15,1426.0,0.20000000298023224,0.3740515807306034,0.43885011477377606,0.4169068254365529,0.1568736152604872,0.18410867711102244,0.1629039270877633,0.35098185652431235,0.3197570893630744
Kentavious CaldwellPope,2014-15,2587.0,-0.4000000059604645,-0.09598673302253818,-0.09194602242239196,-0.12726217202930895,-0.10250513215789635,-0.07958094616769383,-0.1713409556936309,-0.10239950267501872,-0.09761633280637773
Jae Crowder,2014-15,1647.0,0.30000001192092896,0.5571526231901969,0.7398563804050622,0.7413968812244396,0.5653008918807053,0.5555850107481478,0.7199147938129,0.5582836586791792,0.559189690362824
Jared Dudley,2014-15,1717.0,1.7999999523162842,2.0003792870396526,2.1335590274474723,2.171927617314687,2.0377999612252355,1.797198743022324,2.1396532747829555,2.0142739515583843,2.0097344555860484
CJ Miles,2014-15,1841.0,0.20000000298023224,0.9642992532424068,1.1415194240167854,1.1073946954388894,0.9863354106027846,1.0092043655051361,0.8527065323498999,0.9749800810157423,0.9698082925825012
Kelly Olynyk,2014-15,1423.0,2.0999999046325684,2.0321166105401693,1.966518121401206,2.0490998721709595,2.0356779722555345,2.098281611136033,1.9729037076840175,2.037781158387566,2.0330069509690105
JR Smith,2014-15,2080.0,-1.0,-0.577562688761631,-0.6654107470025821,-0.6838301051745445,-0.6977156563321569,-0.6922245057572974,-0.8586671802903983,-0.5861194246981781,-0.6076009306542625
Jonas Valanciunas,2014-15,2096.0,1.2000000476837158,0.6373927885823479,0.4112300179162399,0.4109776147127724,0.42730261501617484,0.28145735204195993,0.4291368578182614,0.5818736418264447,0.5848702451908047
Ed Davis,2014-15,1840.0,0.4000000059604645,-0.3668897936127813,-0.6435389819854779,-0.6374527348368326,-0.33753905589169214,-0.2029524109600718,-0.19226807504114043,-0.4588110421609927,-0.359552109182509
Jonas Jerebko,2014-15,1230.0,2.799999952316284,2.4831797075561672,2.4312132384270173,2.5648307862008792,2.3795925264921873,2.629099409881761,2.6714785032409387,2.4983622065157274,2.4572829122901725
Jeremy Lin,2014-15,1907.0,0.4000000059604645,-0.054040648482395995,-0.23088623337962255,-0.30594948574182407,-0.13988826067687463,0.03451183827534107,-0.05834867898640261,-0.14832306303053355,-0.07550255153101565
Brook Lopez,2014-15,2100.0,0.6000000238418579,0.7076843774638201,0.6370944641481614,0.6253266940608637,0.7151996416982965,0.6826738898848772,0.4786280125055793,0.6747841780003121,0.7095631935224391
Nicolas Batum,2014-15,2380.0,-0.20000000298023224,0.23651492224868348,0.27251273974793405,0.225218036365305,0.2813904802649897,0.1925578230310287,0.2760914576804638,0.2004093702003784,0.24773381175276002
Robert Covington,2014-15,1956.0,-0.20000000298023224,1.3732255122040757,1.4058346641867492,1.3494172843870216,1.4114578628393397,1.1816404036513999,1.6073717380863481,1.329979063950992,1.3827835998628917
Michael KiddGilchrist,2014-15,1587.0,3.0,2.002704086382878,1.6659987646868366,1.672137106785929,1.907931817259725,1.8433278868374854,1.9921675682747417,1.949268808987976,1.9790110191020898
Paul Pierce,2014-15,1914.0,0.20000000298023224,0.7703625472358624,0.6102719813980803,0.5714900343182108,0.7296811788908382,0.6336300869540288,0.6446321289216297,0.7640492483884588,0.7601922051496064
Isaiah Thomas,2014-15,1726.0,-2.9000000953674316,-0.922139862001487,-1.6507627450514564,-1.6755426494842887,-1.0229147353678008,-0.9039406287061444,-1.280396634027808,-0.9740644063863888,-0.9473335803430654
Jrue Holiday,2014-15,1303.0,-0.6000000238418579,-0.4355598978365334,-0.5669386189331973,-0.557485116767549,-0.42606323115005107,-0.49974863641243367,-0.3941789065403879,-0.4433641977464992,-0.4331857311649129
Ersan Ilyasova,2014-15,1319.0,0.4000000059604645,1.0582555211465239,1.1126239423065942,1.1696620864288094,1.0407350510650977,0.9847530996384906,0.9477321635835604,1.064538963619386,1.0538754036261673
Amir Johnson,2014-15,1979.0,0.800000011920929,0.7012576433062452,0.7311845370758374,0.7544989485896114,0.6057316189158973,0.5844652068506172,0.5211193471868738,0.7000378571157934,0.6773761372086582
Iman Shumpert,2014-15,1545.0,2.299999952316284,1.5186576206831568,1.4956939970253171,1.4340476904245663,1.5169334780238268,1.3037006312888737,1.7958564606609055,1.4807592811995882,1.5182265850183243
Cody Zeller,2014-15,1487.0,2.0999999046325684,1.676797508107322,1.7832130445113268,1.8178702203030708,1.648511396841378,1.5330106503491043,1.7478102895800296,1.7163239957343315,1.6697259802908362
Patrick Beverley,2014-15,1727.0,1.0,0.34866433198167124,0.06958709619813147,0.05297927128544641,0.3615538406396481,0.36757069127058384,0.6142941233340093,0.28069679520875307,0.35188670914616543
Kenneth Faried,2014-15,2086.0,-0.10000000149011612,-0.3365037885377558,-0.17455705874398528,-0.25175362309506766,-0.32291982691948046,-0.16277880322037447,-0.4896758180788392,-0.3542167962470775,-0.33310779813318697
Brandon Jennings,2014-15,1173.0,0.10000000149011612,-0.8279334605982662,-0.6346926021641099,-0.5788026925126523,-1.042170173129327,-0.9351817577033634,-1.053563961425301,-0.7726326504795925,-0.8814926387310315
Josh Smith,2014-15,2300.0,2.5999999046325684,2.518961908143914,2.5099822790952264,2.4614827135471486,2.33927063497468,2.366975855298839,2.5721983714103853,2.5009852818955887,2.4740390898516056
AlFarouq Aminu,2014-15,1366.0,2.5999999046325684,2.6122348391466668,2.33161824167907,2.2831065923006806,2.6322875137164354,2.504628023171698,2.510205291474625,2.5235459703540886,2.617248007789109
Corey Brewer,2014-15,2087.0,0.8999999761581421,1.1898819332909392,1.1598446737284247,1.0765402317994,1.154515356491446,1.0443441391244317,1.2894939810282346,1.116788101846756,1.1810402890910658
Gerald Henderson,2014-15,2315.0,1.100000023841858,0.698752686904725,0.938211070149342,0.8827787436370924,0.8455212113359014,0.6825660789831628,0.9142921359313421,0.7305466351210766,0.7354448180125192
Ben McLemore,2014-15,2670.0,-0.4000000059604645,-0.25244482914889116,-0.8824310773951329,-0.9162037671616144,-0.21308924668517526,-0.29047946239918077,-0.534025432065187,-0.31821294408850603,-0.24260593353296217
Markieff Morris,2014-15,2581.0,0.8999999761581421,1.6662706852266076,1.5239522137069668,1.4848823436905287,1.7487814486070947,1.6756427464051935,1.6046099026316138,1.6058442890796683,1.6868983760717293
James Johnson,2014-15,1370.0,1.2999999523162842,1.457943738444377,1.455797732301117,1.3494118719967114,1.5380602221465784,1.324138011013857,1.3088426553995502,1.3851336672713095,1.4779728593699273
Andre Roberson,2014-15,1286.0,3.4000000953674316,2.631916295590347,2.3251719146405274,2.292802395611588,2.5858960334611236,2.5994873846618116,2.5727963535601983,2.5402608838322407,2.620411230058041
Brandon Knight,2014-15,2035.0,-0.20000000298023224,0.20375136862769386,0.13998481381684602,0.20670576162333465,0.1735355840951677,0.40012284513408714,0.026260145504940352,0.19002266556619027,0.19619742249456232
Brandan Wright,2014-15,1449.0,1.2999999523162842,1.7337763664146832,1.7319237264912117,1.6952331315692133,1.5105333917272663,1.3301210618131802,1.2664334411989808,1.742963022808703,1.677965622742829
Omer Asik,2014-15,1982.0,2.4000000953674316,1.1415651617320286,0.9979987621440195,1.0341072863512937,1.0255019723242156,1.1459603547125359,1.017683898121675,1.1152926332840216,1.1125493643800755
Andre Drummond,2014-15,2502.0,0.4000000059604645,1.0838621564772268,0.8181036781977225,0.7917839781182561,0.9248899552123602,1.005008705722564,1.015961331350072,1.0161977554899708,1.0441191061610102
Greg Monroe,2014-15,2137.0,0.20000000298023224,1.6666811070072312,1.668375620539776,1.574307058983536,1.5228780194496156,1.2991355544367065,1.5038327068251713,1.585395414785975,1.6307303351178273
Jared Sullinger,2014-15,1566.0,0.5,0.8135257353799843,1.04043771427644,1.0055589192890346,0.8322264915284874,0.9165032597704811,0.9534015337029482,0.832753286102502,0.81820092441711
JJ Barea,2014-15,1362.0,-0.30000001192092896,-0.8143171241625007,-0.9522050753100024,-0.874971408578604,-0.797812673066478,-0.8195425961132736,-0.5450810552157946,-0.7932007426472983,-0.810191011388495
Marvin Williams,2014-15,2035.0,0.8999999761581421,0.8483847291258622,1.0534235263074738,0.9981211199655294,0.8781337396799463,0.851198908237139,0.7267571042451761,0.8712683631251914,0.8558219817643832
Alan Anderson,2014-15,1744.0,1.399999976158142,0.8882555407392967,1.114903064466305,1.0196445628521367,0.8549609748865399,0.9525718737881738,0.9767591996693826,0.9027937375432756,0.8799318992761074
Carmelo Anthony,2014-15,1428.0,-2.5,-2.630847682845386,-2.3506429891625182,-2.3190095369468446,-2.6357468393913157,-2.9022509552200906,-2.5213762820546877,-2.5898343040450835,-2.6320724719818687
Cory Joseph,2014-15,1444.0,0.5,1.3861334993191068,1.0795123561078661,1.1638963895536163,1.1710386026752926,1.0733919563896768,1.2887173119780777,1.4279841526022679,1.332359775158153
Donatas Motiejunas,2014-15,2037.0,0.800000011920929,1.2779517377977911,1.3562417695996627,1.257702524467457,1.2947040601473336,1.237071282485045,1.440194538516772,1.2951126725207915,1.2821398183851769
Nene,2014-15,1693.0,2.799999952316284,2.189245593529641,2.105152768625059,2.0901482936601714,2.1191905111774436,2.0732325307916044,2.177860752598961,2.179742423324014,2.1717318229415916
Derrick Rose,2014-15,1530.0,0.800000011920929,-0.5241636142166445,-0.40899992155860654,-0.40083218272807186,-0.5510165813568353,-0.600583305465171,-0.5302391465975711,-0.46076611775432486,-0.5308768560016922
Luis Scola,2014-15,1659.0,0.6000000238418579,1.2248486508363072,1.1593583463920591,1.198822586443739,1.134122488053217,1.1341447888987792,1.2413941872235323,1.2750391746787673,1.2021671101405347
Rodney Stuckey,2014-15,1874.0,-0.20000000298023224,0.09374518765642732,0.0828383170547356,0.07557587271984227,0.13354118489048405,0.12571206881718383,0.014236979426630325,0.10991392823364902,0.10369418696494151
CJ Watson,2014-15,1422.0,1.100000023841858,0.6701240605588558,0.5187271915288237,0.4886135282465925,0.6673823527572715,0.5339966917908531,0.7869729232757356,0.6591633844354852,0.6694386336084597
Harrison Barnes,2014-15,2318.0,-0.10000000149011612,0.6794117089073616,0.9658792480811051,0.9604451730959472,0.774801845854409,0.7333635622093605,0.7298562537943376,0.7107667015857444,0.7032592431441234
Mike Dunleavy,2014-15,1838.0,-0.5,0.9143827143147866,0.9083354644639361,0.9099972413687614,0.9182045421755222,0.8266457475356701,0.6760228810188214,0.9074679492005194,0.9153381712799704
Robin Lopez,2014-15,1638.0,1.399999976158142,1.1696907743623521,0.7711425734282107,0.8138342317025089,1.1623804320195,1.066767512658735,1.2660442986357072,1.1560266752447954,1.167863188776639
Trevor Booker,2014-15,1564.0,0.8999999761581421,1.2856600866263934,1.0749516252272153,1.056230513556415,1.2377637245851476,1.020472958232,1.4325456245941994,1.2943878522978496,1.273685996116082
Joe Johnson,2014-15,2791.0,-2.5999999046325684,-1.975359112749212,-1.9179384541618072,-1.8872957579434722,-2.0144016856015488,-2.0367608801444237,-2.3474072340748555,-1.9873164334415752,-1.9851197559622964
Victor Oladipo,2014-15,2573.0,-1.100000023841858,-1.01115815974174,-1.0499638106654463,-1.1360048871246258,-1.0847715013019608,-0.9448888516662295,-1.2224561674057557,-1.0600011913156318,-1.0295614951317953
Pablo Prigioni,2014-15,1197.0,1.7999999523162842,0.24733222898403998,0.9638955473470795,0.9234204697029949,0.1418579318760784,0.20242801625714762,0.14012838425797353,0.32240040533163516,0.2209636547070496
Jason Terry,2014-15,1641.0,0.30000001192092896,0.6939549549194762,0.5655108608931254,0.5436024718016428,0.800672637437679,0.6860126101594077,1.0310476125871317,0.6995649752808325,0.720634375549027
Tristan Thompson,2014-15,2194.0,0.0,-0.25052127158051635,-0.289287802707636,-0.2235947792091652,-0.19647696642317408,-0.19285902853774262,-0.10772742089514503,-0.2255709914049091,-0.23701019529118078
Steven Adams,2014-15,1771.0,2.0,1.4127502016340465,1.3102528458146283,1.3160350681135107,1.4693062173198288,1.3256075368388307,1.4392040456875748,1.3883015535288743,1.4268892055554923
Amare Stoudemire,2014-15,1245.0,0.20000000298023224,-1.2559873468395815,-1.4235738135075535,-1.4108576355628977,-1.3538690844441932,-1.7954262102745044,-1.0977112295444935,-1.242578536976411,-1.2804577812407345
Mo Williams,2014-15,1980.0,-1.399999976158142,-1.2913470627640802,-1.6612562574108916,-1.608485785785682,-1.37718224297722,-1.305736550363581,-1.3238688725950174,-1.2990814256820036,-1.3128058578173651
Wilson Chandler,2014-15,2471.0,-1.600000023841858,-1.494732507362286,-1.5287720120633335,-1.5752061306204348,-1.7107223288046063,-1.5464155477845547,-1.9814648024652692,-1.5123171517025016,-1.548729962722866
Langston Galloway,2014-15,1457.0,1.2999999523162842,0.1777808441160491,0.65282378852736,0.528454967150824,0.10611160220550055,0.24770562839352653,-0.03820502278377086,0.16917495605040808,0.15986353363841196
Tony Snell,2014-15,1412.0,0.4000000059604645,-0.39159560712578434,-0.27335201151921484,-0.2464287398499435,-0.27546039185272286,-0.337057602845093,-0.021175860323304097,-0.3391377856162081,-0.36256180330751897
Tyler Zeller,2014-15,1731.0,0.30000001192092896,0.6211056100379957,0.3856536912261475,0.4074070415541439,0.6555563894830446,0.6635907517128243,0.6479392749341454,0.6402027577813467,0.629718304899258
Roy Hibbert,2014-15,1926.0,2.0,1.7473543041257202,1.5104128003043462,1.5220123143058317,1.707027971855454,1.7913503018286612,1.8258770213149067,1.7368044670746567,1.7372727210581538
Dwight Howard,2014-15,1223.0,1.899999976158142,2.209463496534012,1.7781207964029289,1.6996104470654352,2.2729959565972124,2.2834310683631016,2.5553987390462054,2.1794676776693174,2.225346611549812
Dwyane Wade,2014-15,1971.0,-2.5,-1.2774747660539405,-1.787638949428172,-1.8082486319249829,-1.4323611957113833,-1.2419913314937672,-1.31275438319554,-1.3112607136506484,-1.3161963734683013
Giannis Antetokounmpo,2014-15,2541.0,-0.4000000059604645,0.6608018201119008,0.8797451392636773,0.840455968214322,0.9710811621054471,0.736171306720918,0.9937371729822747,0.6706192671221538,0.7383716556102874
Wayne Ellington,2014-15,1675.0,-0.5,-0.9486812528090222,-1.1741988113352424,-1.1388450461907804,-0.8309906864634481,-0.8695133128657335,-0.7647930100607153,-0.9255628797392154,-0.9192586112226286
Gerald Green,2014-15,1446.0,-2.0,-2.2314988921952925,-2.435521789679209,-2.3356138825317205,-2.2018703785221634,-2.0425882542317613,-2.089939171119556,-2.2052145712261333,-2.22409176377701
Ryan Anderson,2014-15,1675.0,-1.7999999523162842,-2.351608277278043,-2.3645550397038804,-2.316833624704482,-2.4387121134754834,-2.339644505259428,-2.2267125794197775,-2.3024858209154755,-2.373384236327403
Chris Bosh,2014-15,1556.0,0.4000000059604645,-0.16450454104476508,0.14374991802299758,0.20357343688140572,-0.07761382943052636,0.0020507828931543015,-0.19977662082644906,-0.11206403132766574,-0.1427818631412054
Michael CarterWilliams,2014-15,2149.0,2.299999952316284,2.0652368168987687,1.9475904058287477,1.7728166331571027,1.9461742258168804,1.6543811215064381,1.9129613012432631,1.973652519561272,2.0354711691282965
Tobias Harris,2014-15,2369.0,-1.0,-0.8955880100007362,-0.8055659445728163,-0.8134108857571505,-0.8729959127511044,-0.8699960162100818,-0.8584594459737619,-0.899594391507786,-0.8899399856883282
Alex Len,2014-15,1518.0,2.5,1.6263973957995659,1.1891636822454683,1.1545032730064826,1.5985995869484764,1.5223728514597838,1.5888733896508205,1.5625418911764006,1.6194479435867934
Jeff Green,2014-15,2454.0,-0.800000011920929,-0.9469089112215986,-0.5982761014928198,-0.6422013484991156,-0.9686504910325311,-1.0680830232644947,-0.982597913873714,-0.8845484642397876,-0.9523443061743317
Taj Gibson,2014-15,1692.0,0.800000011920929,1.105031089362382,0.6567754631586231,0.6420112159008626,1.140643511283291,0.8673119479048498,1.1176531204779918,1.068431170467894,1.1139341948426094
Kris Humphries,2014-15,1345.0,1.5,0.9554219542865718,1.0017071655200531,1.0524805942162117,0.9027875962539504,0.8479520791954409,1.1337543038620876,0.9809669733307722,0.9422633647784164
Kosta Koufos,2014-15,1348.0,3.299999952316284,2.9064657219264185,3.224666461910955,3.287327491962811,3.1095705714912683,3.660664942389002,3.4400180974149706,2.9665539547548216,2.957241934317631
Luc Mbah a Moute,2014-15,1916.0,2.299999952316284,1.6847989369272482,1.6597029494832236,1.6680864333719703,1.566094086033353,1.4229483551599473,1.7268059636050572,1.7054532528800177,1.6551227242037743
David West,2014-15,1895.0,0.30000001192092896,0.32464881479793173,0.28280808081993647,0.2793014066593029,0.4278839733210267,0.45219195106249016,0.054982265690927526,0.3099449895227716,0.35045760442870544
DeMar DeRozan,2014-15,2100.0,-1.2000000476837158,-0.7642928703188528,-0.9695861922637455,-0.957835245622273,-0.7283724609591775,-0.7204239454352832,-0.8101803424239136,-0.7879825837137326,-0.755312767978934
Jodie Meeks,2014-15,1462.0,-0.6000000238418579,-0.5987087093154576,-0.5159628836785659,-0.5473860528805223,-0.6034387855862207,-0.4579681530181706,-0.3952539373012222,-0.5610457630158242,-0.5998912283831483
Aaron Brooks,2014-15,1885.0,-2.9000000953674316,-0.46697071228906767,-0.33736553646654754,-0.3461099699368301,-0.4839640437404371,-0.4870664249720457,-0.4423422466456579,-0.4032140577990158,-0.47121904515191004
Rasual Butler,2014-15,1505.0,-0.800000011920929,-1.435886494539915,-0.988917922850422,-0.8779753542345721,-1.4143033455728051,-1.4729245208027837,-1.271046434612857,-1.298430826829419,-1.4304907072981377
Boris Diaw,2014-15,1984.0,-0.6000000238418579,0.18245469445118262,0.21236426373993386,0.3149963826127521,0.2673261428514595,0.3511326065300241,0.35006186395914746,0.2819908260799653,0.20367255655125183
Eric Gordon,2014-15,2018.0,-1.899999976158142,-1.487601510618265,-1.6080355681550844,-1.576281473619363,-1.4081148166013524,-1.4123198942257325,-1.4052059459768025,-1.4865151273869748,-1.4677298371140368
Joe Ingles,2014-15,1673.0,0.10000000149011612,0.8023043503979369,0.48002828824902166,0.4772703724769307,0.6880316729878653,0.7030599281630653,0.6921705904680738,0.7498327839354346,0.7737361810454191
Brian Roberts,2014-15,1330.0,-0.30000001192092896,-0.338158943593344,-0.35454516519578094,-0.23270277448108623,-0.2928460744542577,-0.35206682589234717,-0.24535606145650546,-0.2462683771903325,-0.32683072630857246
Rajon Rondo,2014-15,2018.0,0.4000000059604645,0.8035670879748349,0.7461346332896872,0.6981084231404673,0.6666243447366298,0.7692416526408101,0.7098273038231471,0.731776128185749,0.7693314021652837
Anthony Tolliver,2014-15,1432.0,-1.600000023841858,0.3813488421074537,0.2909304164564403,0.3247594389557582,0.3417653768331341,0.31962258975790475,0.1210514624587459,0.37909071560548097,0.3714529757888738
Beno Udrih,2014-15,1494.0,-0.699999988079071,-0.8153542926745132,-0.5942837910207734,-0.530378401832301,-0.701373030581965,-0.6311142194588906,-0.512320264200565,-0.7219197318773545,-0.7868589771513761
Nikola Vucevic,2014-15,2529.0,-1.0,-0.71270497844293,-0.7262761293972976,-0.6683074847104249,-0.6732785452887715,-0.5223845911565522,-0.8012466963979241,-0.7109659930467762,-0.7028483701543904
Jamal Crawford,2014-15,1703.0,-2.299999952316284,-2.523028240364025,-2.575875630899529,-2.5700788980734486,-2.4760697098777484,-2.4773250478639164,-2.55408209793051,-2.4785891460022187,-2.511288607742456
Richard Jefferson,2014-15,1244.0,0.10000000149011612,-0.2282808830437798,-0.28638319367811804,-0.21559557011062763,-0.16035863925463867,0.017871815146210286,-0.25019521686017865,-0.2000044992247128,-0.21130032209649452
Kevin Martin,2014-15,1302.0,-2.5,-2.7976448269887193,-3.2826418212931396,-3.338244959499246,-2.602274372850847,-3.013924712348382,-2.6364908039969985,-2.822634944375959,-2.748802213454251
Nerlens Noel,2014-15,2311.0,2.700000047683716,2.9616685572134043,2.7365906758873066,2.6728534464962608,2.9793913486214616,2.8141294415715508,3.0934279947977985,2.888005999196442,2.966099255065419
Terrence Ross,2014-15,2092.0,-1.7999999523162842,-1.9453595527816034,-1.922622350500248,-1.8950704374816396,-2.0787286070204174,-2.040218989077407,-2.109466242624542,-1.9384965071735702,-1.978701816341307
Evan Fournier,2014-15,1661.0,-1.5,-2.069895614889994,-2.0385623271965403,-2.0037610498217666,-2.0133943175504174,-2.0079856384109864,-1.8923601524248608,-2.0132607989198585,-2.0557702905551
Solomon Hill,2014-15,2381.0,-0.20000000298023224,-0.5439400646224547,-0.44152973947768204,-0.4469787376632952,-0.4408624845763702,-0.5616978024635535,-0.6447795414155623,-0.5347486791102829,-0.5181706696109336
Evan Turner,2014-15,2260.0,0.20000000298023224,-0.5984484419673376,-0.3980499974376538,-0.39744099964284824,-0.7482029844229469,-0.6624481585009663,-0.6357083221673165,-0.5718468982214523,-0.6358870775812399
Courtney Lee,2014-15,2354.0,-1.899999976158142,-1.4652360247964644,-1.3369154013016895,-1.2661400912364926,-1.4820856827658688,-1.4599158019417846,-1.2346968232011564,-1.383403599563661,-1.4694484392888154
Jameer Nelson,2014-15,1407.0,-1.2999999523162842,-0.3304745659392039,-0.6835887245076301,-0.7479261934833613,-0.634996799410863,-0.6153798105630134,-0.9426178050628737,-0.3694575355633272,-0.40660512430711865
DJ Augustin,2014-15,1964.0,-1.5,-1.304175150055389,-1.2340913755616987,-1.1696512544144388,-1.289392672576167,-1.408885165066946,-1.6055367851752484,-1.2394202054701562,-1.3004795306855836
Jordan Clarkson,2014-15,1476.0,-1.600000023841858,-1.875429706445631,-1.9132405499424503,-1.8852684974966056,-1.8146151595502413,-1.7717255406907422,-1.8606460746260367,-1.8526433712625265,-1.8602260697217834
Bojan Bogdanovic,2014-15,1854.0,-2.0,-2.5884137373024196,-2.664072244307508,-2.578030796849055,-2.633164242791742,-2.590759698957723,-2.498724258409599,-2.5449854824657563,-2.5996013636747506
Trey Burke,2014-15,2288.0,-2.0,-2.040207672714694,-1.7062507856933378,-1.6841567099558337,-1.8963173228619128,-1.8575335185408168,-1.7546906297128695,-1.959833898522315,-2.0042350852514987
Caron Butler,2014-15,1623.0,-1.5,-0.5215122553715374,-0.7983926307726423,-0.7641648506723872,-0.691447975040227,-0.6945864825296258,-0.7855239175982004,-0.5187939226037739,-0.5639961852887099
Gorgui Dieng,2014-15,2193.0,-0.699999988079071,0.4672849690763342,0.12446674160353273,0.037462714448671885,0.26169561760558996,0.3588074775079063,0.23496333093728064,0.3254305714175477,0.4158876312086482
Steve Blake,2014-15,1529.0,-1.0,0.07933693480415893,0.14911850472407864,0.13483711269133045,0.19141647451969662,0.21099851712734252,0.2790753945835338,0.13245497410867002,0.10735681973304335
Wesley Johnson,2014-15,2245.0,-1.5,-1.5407132569696653,-2.034251030171918,-2.0159899260390644,-1.7813803891631426,-1.6974411542090841,-1.9223149980694765,-1.5855041904466298,-1.6008800400180347
OJ Mayo,2014-15,1697.0,-1.5,-0.5675735696769519,-0.5741963030547204,-0.5537220296965188,-0.7057512417962688,-0.6614197927782411,-0.35739550786443086,-0.5151754123983073,-0.6021179877067812
Miles Plumlee,2014-15,1194.0,0.5,-0.528292628474783,0.04969767944123851,0.14314600840752212,-0.4057196617841174,-0.10187731316237975,0.3050244915959788,-0.3956543831499831,-0.4976493868021166
Jason Thompson,2014-15,1991.0,0.20000000298023224,-0.5812795203588467,-0.8136057579116874,-0.7252364776697015,-0.6942831419311564,-0.5745249746418546,-0.811039360434652,-0.6106919038985077,-0.6095304257519241
Al Jefferson,2014-15,1992.0,0.30000001192092896,0.6691989319773117,0.7075198023619493,0.7050428195537317,0.7149803412064772,0.6142054385052005,0.6091643817369976,0.6820027505510807,0.680644284284603
Tayshaun Prince,2014-15,1397.0,-1.0,-0.8100426864731471,-0.45723940772556265,-0.3718653922928522,-0.8398283098382733,-1.266771994103529,-1.0151215378582512,-0.7402090614348849,-0.8174890923144287
Dion Waiters,2014-15,2208.0,-1.2000000476837158,-0.4229401524027149,-0.25393936935816724,-0.3020709345138898,-0.4767430571748755,-0.5063561709740585,-0.8145892521491823,-0.4033678476363681,-0.436390878595755
Kyle Singler,2014-15,1743.0,-0.8999999761581421,-1.6095311249786404,-1.2517708792611604,-1.2567702289724418,-1.3534241254601447,-1.4531999174151287,-1.4174069004434475,-1.5439990100457655,-1.5455043750990165
Hollis Thompson,2014-15,1776.0,-1.100000023841858,-0.4772136238113781,-0.4146113001441285,-0.3682384158731721,-0.4406230493273865,-0.6040921782931354,-0.1341520148709523,-0.4233860555637903,-0.46806598019038026
Arron Afflalo,2014-15,2502.0,-1.600000023841858,-2.269491634924961,-2.0996230669306675,-2.0179580076893866,-2.227288787128356,-2.233391215821935,-2.619978383226405,-2.1857383860608963,-2.2589409229758095
Channing Frye,2014-15,1870.0,-1.2000000476837158,-1.2038621585770628,-1.0230951873906702,-1.0621978878919778,-1.2816563385621276,-1.2998569384655694,-1.4074828320873896,-1.1677570975450446,-1.223310703573329
Jordan Hill,2014-15,1874.0,0.30000001192092896,-1.6561293148585987,-1.724273902011532,-1.7514580458268334,-1.5218701690280039,-1.9170108306723093,-1.7916034035606898,-1.6767865896021636,-1.62256452840095
Quincy Pondexter,2014-15,1793.0,-2.4000000953674316,-0.9999658312006525,-1.8852514386612764,-1.8745097107872253,-1.1371698092110378,-1.0677705825071433,-1.3301750001775647,-1.1029737416372007,-1.0342668257032488
Otto Porter Jr.,2014-15,1432.0,-1.399999976158142,-0.24783398453406716,-0.12914402846250866,-0.10806960181326129,-0.30075953821644064,-0.32507929237972344,-0.28046427370251414,-0.20539184161741578,-0.26106537295466054
Andrew Wiggins,2014-15,2969.0,-2.0999999046325684,-1.5950069982408943,-1.8154617326952962,-1.8912118496058412,-1.7054525981508872,-2.078819658814145,-1.7461326156507422,-1.6599039743481159,-1.6226183982183926
